종목명,코드,상세정보,20.07.01,20.07.02,20.07.03,20.07.06,20.07.07
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"+7.42% / 52,452,416","+21.71% / 174,071,924(332%)","-5.14% / 42,970,834(82%)","+4.84% / 65,816,744(125%)","+0.27% / 13,329,951(25%)"
이글벳,044960,https://finance.naver.com/item/main.nhn?code=044960,"-6.14% / 35,229,386","+6.41% / 12,008,115(34%)","+0.60% / 2,650,786(8%)","+0.60% / 8,846,117(25%)","0.00% / 3,196,491(9%)"
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"+8.00% / 29,797,171","-5.48% / 5,938,877(20%)","-0.86% / 2,400,323(8%)","+2.38% / 2,277,864(8%)","+29.49% / 61,156,191(205%)"
우진비앤지,018620,https://finance.naver.com/item/main.nhn?code=018620,"-4.43% / 28,686,022","+2.23% / 8,449,228(29%)","-4.90% / 2,387,368(8%)","0.00% / 1,647,123(6%)","+5.92% / 6,379,982(22%)"
주성엔지니어링,036930,https://finance.naver.com/item/main.nhn?code=036930,"+21.79% / 26,110,774","-2.64% / 5,016,219(19%)","+5.87% / 16,000,031(61%)","+2.42% / 4,378,098(17%)","+1.25% / 4,544,637(17%)"
코디엠,224060,https://finance.naver.com/item/main.nhn?code=224060,"-9.71% / 25,693,338","+2.15% / 3,742,944(15%)","+1.40% / 3,600,803(14%)","+2.42% / 4,799,122(19%)","-1.69% / 2,692,609(10%)"
대아티아이,045390,https://finance.naver.com/item/main.nhn?code=045390,"+5.72% / 20,879,107","-0.31% / 12,075,737(58%)","+16.12% / 46,828,726(224%)","-0.13% / 31,612,807(151%)","-4.28% / 16,716,785(80%)"
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"+1.47% / 20,190,616","+1.77% / 7,138,305(35%)","+0.79% / 5,135,836(25%)","+2.83% / 8,256,430(41%)","+10.70% / 38,918,714(193%)"
한일사료,005860,https://finance.naver.com/item/main.nhn?code=005860,"+1.69% / 20,044,716","+3.88% / 2,904,897(14%)","+2.67% / 3,901,281(19%)","+0.52% / 2,783,486(14%)","-2.07% / 1,024,017(5%)"
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"-5.72% / 16,352,962","+2.24% / 25,743,319(157%)","+3.44% / 33,409,401(204%)","+4.83% / 73,009,304(446%)","-2.88% / 10,895,543(67%)"
YBM넷,057030,https://finance.naver.com/item/main.nhn?code=057030,"+12.72% / 14,270,552","+2.91% / 7,054,467(49%)","+3.66% / 9,342,391(65%)","-4.32% / 1,949,723(14%)","-2.50% / 1,914,609(13%)"
오디텍,080520,https://finance.naver.com/item/main.nhn?code=080520,"+30.00% / 13,849,741","-1.15% / 8,012,256(58%)","+0.19% / 2,275,881(16%)","-1.75% / 1,204,374(9%)","-2.96% / 7,289,650(53%)"
스페코,013810,https://finance.naver.com/item/main.nhn?code=013810,"+2.60% / 13,813,986","+2.92% / 4,002,010(29%)","-0.76% / 2,364,199(17%)","+1.15% / 2,483,113(18%)","+7.92% / 11,507,898(83%)"
휴마시스,205470,https://finance.naver.com/item/main.nhn?code=205470,"-12.04% / 13,550,818","+2.28% / 11,871,306(88%)","+13.85% / 39,071,817(288%)","+1.13% / 8,577,052(63%)","-1.12% / 7,585,893(56%)"
파루,043200,https://finance.naver.com/item/main.nhn?code=043200,"-4.38% / 13,354,801","+4.17% / 3,220,957(24%)","-1.20% / 1,358,043(10%)","+1.42% / 1,186,375(9%)","-0.80% / 1,321,422(10%)"
티플랙스,081150,https://finance.naver.com/item/main.nhn?code=081150,"-6.19% / 12,621,189","-3.17% / 9,529,568(76%)","+3.41% / 8,490,212(67%)","-4.56% / 2,916,162(23%)","+2.39% / 6,952,100(55%)"
세원,234100,https://finance.naver.com/item/main.nhn?code=234100,"+19.95% / 10,760,825","+26.57% / 22,878,002(213%)","+0.78% / 4,761,609(44%)","-12.35% / 2,991,381(28%)","-7.39% / 3,715,636(35%)"
모베이스전자,012860,https://finance.naver.com/item/main.nhn?code=012860,"+2.50% / 10,740,861","+1.22% / 11,270,230(105%)","-0.90% / 3,498,511(33%)","-1.52% / 1,266,054(12%)","+3.09% / 1,672,311(16%)"
아난티,025980,https://finance.naver.com/item/main.nhn?code=025980,"+4.15% / 10,711,610","+1.00% / 5,178,655(48%)","+7.88% / 10,330,376(96%)","-1.83% / 7,757,970(72%)","-3.72% / 5,340,895(50%)"
한일단조,024740,https://finance.naver.com/item/main.nhn?code=024740,"+4.13% / 10,673,972","+2.55% / 4,111,808(39%)","+0.28% / 2,617,801(25%)","0.00% / 2,964,183(28%)","+3.03% / 11,999,208(112%)"
오가닉티코스메틱,900300,https://finance.naver.com/item/main.nhn?code=900300,"-15.90% / 10,313,206","-3.74% / 5,956,003(58%)","+0.24% / 3,105,878(30%)","-1.06% / 1,938,023(19%)","-1.90% / 1,391,532(13%)"
크리스탈신소재,900250,https://finance.naver.com/item/main.nhn?code=900250,"-0.29% / 10,122,998","-2.02% / 6,554,466(65%)","-1.77% / 21,726,648(215%)","-0.30% / 2,483,508(25%)","+6.93% / 74,152,812(733%)"
