종목명,코드,상세정보,20.10.07,20.10.08,20.10.12,20.10.13
W홀딩컴퍼니,052300,https://finance.naver.com/item/main.nhn?code=052300,"+1.08% / 204,543,816","-3.40% / 58,450,802(29%)","-6.74% / 20,593,302(10%)","-0.94% / 36,457,286(18%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"+6.59% / 159,001,373","-2.32% / 22,536,542(14%)","+6.33% / 166,482,375(105%)","-0.50% / 54,694,763(34%)"
SV인베스트먼트,289080,https://finance.naver.com/item/main.nhn?code=289080,"+29.96% / 80,814,675","+3.89% / 156,604,018(194%)","-0.56% / 34,995,207(43%)","+0.14% / 23,523,418(29%)"
오르비텍,046120,https://finance.naver.com/item/main.nhn?code=046120,"+16.35% / 69,167,058","-6.28% / 4,942,184(7%)","-4.93% / 2,716,909(4%)","+1.14% / 3,095,331(4%)"
이트론,096040,https://finance.naver.com/item/main.nhn?code=096040,"+0.61% / 58,624,714","-4.23% / 32,837,717(56%)","-7.21% / 29,013,733(49%)","-4.39% / 27,131,289(46%)"
메디콕스,054180,https://finance.naver.com/item/main.nhn?code=054180,"+3.61% / 57,554,956","+0.16% / 27,260,087(47%)","-5.13% / 5,041,022(9%)","-4.11% / 4,784,803(8%)"
아진산업,013310,https://finance.naver.com/item/main.nhn?code=013310,"+16.84% / 41,957,741","-0.45% / 27,916,147(67%)","+2.84% / 6,214,047(15%)","+1.72% / 7,938,487(19%)"
인트로메딕,150840,https://finance.naver.com/item/main.nhn?code=150840,"+17.98% / 37,388,430","+0.43% / 10,112,242(27%)","-1.42% / 3,969,267(11%)","-6.46% / 3,451,657(9%)"
나인테크,267320,https://finance.naver.com/item/main.nhn?code=267320,"-0.91% / 36,492,016","+0.37% / 18,367,427(50%)","+0.18% / 14,126,937(39%)","+1.46% / 32,628,994(89%)"
MP한강,219550,https://finance.naver.com/item/main.nhn?code=219550,"+2.98% / 34,707,655","-1.65% / 3,544,544(10%)","0.00% / 4,483,038(13%)","+1.66% / 1,879,017(5%)"
루미마이크로,082800,https://finance.naver.com/item/main.nhn?code=082800,"+1.07% / 26,255,898","+7.38% / 163,424,134(622%)","+1.75% / 37,832,914(144%)","-2.22% / 18,195,972(69%)"
한네트,052600,https://finance.naver.com/item/main.nhn?code=052600,"+16.52% / 26,020,585","-0.11% / 4,412,459(17%)","+16.34% / 32,242,751(124%)","+16.28% / 21,027,195(81%)"
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"+6.56% / 25,572,397","-2.78% / 9,384,263(37%)","-5.72% / 6,698,513(26%)","-0.53% / 5,767,067(23%)"
모바일어플라이언스,087260,https://finance.naver.com/item/main.nhn?code=087260,"+0.73% / 24,656,718","-1.98% / 9,381,649(38%)","+7.02% / 19,508,186(79%)","+4.07% / 41,355,030(168%)"
강스템바이오텍,217730,https://finance.naver.com/item/main.nhn?code=217730,"+13.74% / 22,535,780","-5.98% / 3,015,905(13%)","+10.20% / 20,547,647(91%)","+5.70% / 4,874,668(22%)"
우리바이오,082850,https://finance.naver.com/item/main.nhn?code=082850,"+24.03% / 21,937,722","-6.28% / 5,645,454(26%)","-2.01% / 2,014,953(9%)","-1.31% / 1,694,372(8%)"
아주IB투자,027360,https://finance.naver.com/item/main.nhn?code=027360,"-3.35% / 21,315,635","+4.28% / 28,611,144(134%)","-6.23% / 3,794,518(18%)","-0.62% / 3,629,621(17%)"
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"-0.68% / 21,122,464","-0.86% / 8,973,322(42%)","-0.87% / 16,150,186(76%)","+2.82% / 40,107,862(190%)"
대창솔루션,096350,https://finance.naver.com/item/main.nhn?code=096350,"+8.35% / 20,543,844","-1.64% / 16,109,757(78%)","-0.24% / 6,602,665(32%)","+29.95% / 82,719,041(403%)"
마이더스AI,222810,https://finance.naver.com/item/main.nhn?code=222810,"+4.34% / 20,013,525","-0.95% / 4,469,555(22%)","-6.96% / 4,263,764(21%)","+2.56% / 4,710,968(24%)"
켐트로스,220260,https://finance.naver.com/item/main.nhn?code=220260,"+16.34% / 17,802,444","-2.78% / 2,360,108(13%)","-3.30% / 1,168,874(7%)","-1.76% / 770,630(4%)"
코디엠,224060,https://finance.naver.com/item/main.nhn?code=224060,"+4.09% / 16,992,735","+0.87% / 6,862,397(40%)","+11.69% / 58,940,140(347%)","-1.56% / 27,957,081(165%)"
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"-0.86% / 16,864,067","-2.11% / 16,766,413(99%)","-2.53% / 23,278,334(138%)","+6.26% / 43,516,576(258%)"
시노펙스,025320,https://finance.naver.com/item/main.nhn?code=025320,"+4.10% / 16,764,503","-0.98% / 4,109,832(25%)","-0.20% / 1,577,401(9%)","-2.52% / 1,899,168(11%)"
맥스로텍,141070,https://finance.naver.com/item/main.nhn?code=141070,"+12.35% / 16,281,020","-10.04% / 10,042,743(62%)","-7.51% / 4,457,278(27%)","+6.01% / 10,639,761(65%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"+6.04% / 16,086,822","+3.35% / 26,944,198(167%)","+0.81% / 28,571,635(178%)","0.00% / 15,455,484(96%)"
에스와이,109610,https://finance.naver.com/item/main.nhn?code=109610,"-0.79% / 15,476,126","-3.69% / 4,024,519(26%)","-7.10% / 2,203,028(14%)","-3.91% / 1,485,867(10%)"
시큐브,131090,https://finance.naver.com/item/main.nhn?code=131090,"+6.54% / 15,462,345","-1.46% / 1,577,523(10%)","-2.34% / 867,399(6%)","+0.30% / 602,289(4%)"
모트렉스,118990,https://finance.naver.com/item/main.nhn?code=118990,"-0.44% / 14,501,920","+0.59% / 7,969,965(55%)","+23.98% / 49,705,514(343%)","-2.87% / 29,549,733(204%)"
세미콘라이트,214310,https://finance.naver.com/item/main.nhn?code=214310,"+14.44% / 12,436,835","+4.21% / 7,103,095(57%)","-4.09% / 862,576(7%)","+2.61% / 1,299,463(10%)"
새로닉스,042600,https://finance.naver.com/item/main.nhn?code=042600,"+7.99% / 12,354,788","-0.76% / 446,286(4%)","0.00% / 217,550(2%)","+1.20% / 586,376(5%)"
넥스트BT,065170,https://finance.naver.com/item/main.nhn?code=065170,"-0.81% / 12,215,800","-2.04% / 1,695,150(14%)","+2.31% / 2,041,415(17%)","-3.27% / 1,262,411(10%)"
우리기술,032820,https://finance.naver.com/item/main.nhn?code=032820,"-4.32% / 11,496,483","+3.76% / 27,396,890(238%)","-2.84% / 6,572,588(57%)","-4.35% / 12,021,430(105%)"
일신바이오,068330,https://finance.naver.com/item/main.nhn?code=068330,"+4.83% / 11,467,572","-3.02% / 2,551,295(22%)","+5.49% / 3,679,412(32%)","-4.35% / 2,469,013(22%)"
한국유니온제약,080720,https://finance.naver.com/item/main.nhn?code=080720,"+29.94% / 11,308,700","-5.46% / 7,934,078(70%)","+11.85% / 13,135,865(116%)","-0.65% / 3,234,514(29%)"
현대공업,170030,https://finance.naver.com/item/main.nhn?code=170030,"0.00% / 10,814,444","-1.52% / 3,577,089(33%)","+0.11% / 1,508,043(14%)","-5.94% / 10,504,479(97%)"
이화전기,024810,https://finance.naver.com/item/main.nhn?code=024810,"-1.31% / 10,420,260","-1.99% / 10,631,881(102%)","0.00% / 13,611,152(131%)","-2.05% / 17,757,092(170%)"
앤디포스,238090,https://finance.naver.com/item/main.nhn?code=238090,"-1.38% / 10,227,123","-0.58% / 4,169,840(41%)","+1.41% / 4,938,952(48%)","+12.40% / 78,693,838(769%)"
