종목명,코드,상세정보,20.07.09,20.07.10,20.07.13,20.07.14,20.07.15
인콘,083640,https://finance.naver.com/item/main.nhn?code=083640,"+21.64% / 73,562,199","-8.48% / 12,251,157(17%)","+1.21% / 6,253,648(9%)","+1.99% / 3,307,238(4%)","-1.48% / 1,775,078(2%)"
오리엔트정공,065500,https://finance.naver.com/item/main.nhn?code=065500,"+29.97% / 67,846,909","+4.40% / 53,723,720(79%)","-9.44% / 19,008,077(28%)","+19.73% / 67,083,957(99%)","-7.92% / 20,276,951(30%)"
동국S&C,100130,https://finance.naver.com/item/main.nhn?code=100130,"+17.42% / 63,470,583","+3.55% / 12,971,982(20%)","+3.58% / 27,916,825(44%)","-9.77% / 15,890,682(25%)","0.00% / 4,178,065(7%)"
알서포트,131370,https://finance.naver.com/item/main.nhn?code=131370,"+29.49% / 54,924,982","-6.14% / 25,131,135(46%)","+7.59% / 22,662,609(41%)","-6.57% / 9,931,307(18%)","-3.65% / 5,198,125(9%)"
글로스퍼랩스,032860,https://finance.naver.com/item/main.nhn?code=032860,"+5.96% / 48,837,238","+1.99% / 3,542,872(7%)","+0.65% / 2,351,792(5%)","-2.26% / 1,826,153(4%)","+0.99% / 7,144,839(15%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"+5.45% / 43,378,060","-1.15% / 6,104,203(14%)","+12.79% / 17,711,193(41%)","-8.51% / 22,655,966(52%)","0.00% / 4,943,771(11%)"
오픈베이스,049480,https://finance.naver.com/item/main.nhn?code=049480,"+7.17% / 33,866,795","-3.96% / 13,979,229(41%)","+4.84% / 8,566,779(25%)","-4.75% / 6,165,679(18%)","+1.44% / 3,448,803(10%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"+4.15% / 24,528,418","-2.90% / 13,822,959(56%)","+7.46% / 152,462,868(622%)","+0.35% / 58,408,942(238%)","-1.41% / 15,472,162(63%)"
SM Life Design,063440,https://finance.naver.com/item/main.nhn?code=063440,"-3.15% / 23,285,909","-3.02% / 6,056,271(26%)","+7.66% / 14,966,714(64%)","+0.44% / 7,368,433(32%)","-6.16% / 5,965,681(26%)"
크리스탈신소재,900250,https://finance.naver.com/item/main.nhn?code=900250,"+5.13% / 22,893,765","-3.79% / 3,968,562(17%)","+1.97% / 7,855,579(34%)","-4.42% / 3,606,203(16%)","+0.29% / 2,231,966(10%)"
데이타솔루션,263800,https://finance.naver.com/item/main.nhn?code=263800,"+29.89% / 21,560,076","+9.02% / 27,927,100(130%)","+2.29% / 7,409,010(34%)","-3.83% / 825,739(4%)","+5.09% / 778,136(4%)"
골드퍼시픽,038530,https://finance.naver.com/item/main.nhn?code=038530,"+20.80% / 21,024,203","-9.06% / 6,033,660(29%)","-6.64% / 2,499,162(12%)","+8.90% / 9,657,341(46%)","-5.68% / 2,340,798(11%)"
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"+4.90% / 19,665,443","-8.40% / 9,806,929(50%)","+0.87% / 6,881,112(35%)","+1.59% / 13,189,801(67%)","-0.85% / 4,792,160(24%)"
파인테크닉스,106240,https://finance.naver.com/item/main.nhn?code=106240,"+10.61% / 16,335,052","-0.19% / 2,293,793(14%)","+8.74% / 8,162,948(50%)","-3.39% / 3,203,788(20%)","-3.24% / 1,950,431(12%)"
SBI인베스트먼트,019550,https://finance.naver.com/item/main.nhn?code=019550,"+4.25% / 15,547,607","-1.85% / 3,546,920(23%)","+2.39% / 3,470,841(22%)","+2.58% / 7,672,204(49%)","+8.36% / 31,730,598(204%)"
대아티아이,045390,https://finance.naver.com/item/main.nhn?code=045390,"-5.04% / 15,416,425","-2.44% / 10,737,060(70%)","+0.44% / 6,737,134(44%)","-3.51% / 4,890,480(32%)","+1.38% / 4,875,245(32%)"
스킨앤스킨,159910,https://finance.naver.com/item/main.nhn?code=159910,"+5.59% / 13,522,225","-3.31% / 3,325,007(25%)","-9.25% / 14,592,478(108%)","-0.38% / 4,165,280(31%)",0.00% / 0(0%)
부방,014470,https://finance.naver.com/item/main.nhn?code=014470,"+5.97% / 13,404,109","-2.03% / 921,814(7%)","+6.21% / 3,800,456(28%)","-3.03% / 522,545(4%)","+4.23% / 476,315(4%)"
링네트,042500,https://finance.naver.com/item/main.nhn?code=042500,"+9.79% / 11,283,339","-2.47% / 1,858,001(16%)","+4.28% / 1,592,482(14%)","-2.99% / 737,135(7%)","0.00% / 695,322(6%)"
로보로보,215100,https://finance.naver.com/item/main.nhn?code=215100,"+6.37% / 11,231,758","+1.46% / 4,952,428(44%)","+8.61% / 9,164,476(82%)","-9.54% / 5,500,108(49%)","+0.65% / 2,520,237(22%)"
쏠리드,050890,https://finance.naver.com/item/main.nhn?code=050890,"+0.16% / 10,569,932","+2.02% / 5,550,464(53%)","+1.67% / 2,616,032(25%)","+8.07% / 31,620,169(299%)","+3.28% / 12,276,909(116%)"
