종목명,코드,상세정보,20.07.22,20.07.23,20.07.24,20.07.27
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"+5.72% / 90,182,070","-2.60% / 19,669,706(22%)","-5.78% / 9,556,016(11%)","+2.86% / 9,510,073(11%)"
대주산업,003310,https://finance.naver.com/item/main.nhn?code=003310,"+8.70% / 61,928,533","+9.67% / 21,439,981(35%)","-5.47% / 3,744,638(6%)","+24.68% / 81,269,742(131%)"
일신바이오,068330,https://finance.naver.com/item/main.nhn?code=068330,"+29.88% / 48,674,349","+14.74% / 96,814,757(199%)","-0.92% / 39,499,475(81%)","-1.60% / 20,673,436(42%)"
켐온,217600,https://finance.naver.com/item/main.nhn?code=217600,"+10.21% / 38,639,114","-6.39% / 3,551,786(9%)","+6.14% / 16,657,445(43%)","+27.65% / 56,782,761(147%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"-9.18% / 38,200,452","+0.74% / 38,370,682(100%)","+1.10% / 57,039,584(149%)","-1.69% / 20,137,901(53%)"
바이오빌,065940,https://finance.naver.com/item/main.nhn?code=065940,"-87.28% / 33,916,923","-29.81% / 17,936,767(53%)","-14.38% / 15,121,315(45%)","-14.40% / 18,551,594(55%)"
시노펙스,025320,https://finance.naver.com/item/main.nhn?code=025320,"-1.18% / 30,769,988","-3.35% / 12,996,162(42%)","+0.22% / 10,568,025(34%)","-1.34% / 6,351,180(21%)"
오스템,031510,https://finance.naver.com/item/main.nhn?code=031510,"+5.39% / 23,838,548","+2.30% / 3,649,467(15%)","+1.50% / 1,675,327(7%)","+15.06% / 25,924,354(109%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"+3.64% / 22,994,344","-1.75% / 22,872,992(99%)","+0.71% / 14,611,659(64%)","-1.07% / 13,833,933(60%)"
메디프론,065650,https://finance.naver.com/item/main.nhn?code=065650,"+10.19% / 19,400,585","-6.60% / 3,925,277(20%)","+0.61% / 1,900,907(10%)","-6.34% / 1,420,224(7%)"
동국S&C,100130,https://finance.naver.com/item/main.nhn?code=100130,"-2.91% / 18,906,223","-1.77% / 4,144,806(22%)","+0.14% / 4,564,987(24%)","+1.66% / 10,477,977(55%)"
화일약품,061250,https://finance.naver.com/item/main.nhn?code=061250,"+0.39% / 16,765,927","-2.72% / 7,889,349(47%)","+2.80% / 18,065,047(108%)","-10.84% / 3,107,773(19%)"
EDGC,245620,https://finance.naver.com/item/main.nhn?code=245620,"+4.53% / 15,957,163","+18.05% / 39,385,738(247%)","-7.03% / 11,208,068(70%)","0.00% / 6,814,873(43%)"
오상자이엘,053980,https://finance.naver.com/item/main.nhn?code=053980,"+29.91% / 13,828,174","-2.52% / 10,361,587(75%)","-3.02% / 2,848,192(21%)","+8.00% / 4,968,790(36%)"
프럼파스트,035200,https://finance.naver.com/item/main.nhn?code=035200,"+15.26% / 13,516,796","+20.78% / 9,781,805(72%)","-4.16% / 2,187,447(16%)","+11.22% / 13,448,137(99%)"
유바이오로직스,206650,https://finance.naver.com/item/main.nhn?code=206650,"+29.65% / 12,826,498","+19.13% / 28,258,085(220%)","+21.53% / 22,530,089(176%)","+7.52% / 2,731,599(21%)"
신일제약,012790,https://finance.naver.com/item/main.nhn?code=012790,"+29.90% / 12,305,540","+29.83% / 6,766,099(55%)",0.00% / 0(0%),"-29.95% / 555,777(5%)"
슈펙스비앤피,058530,https://finance.naver.com/item/main.nhn?code=058530,"-9.25% / 11,803,221","-4.37% / 8,963,694(76%)","+5.58% / 35,670,001(302%)","-0.96% / 5,709,211(48%)"
캠시스,050110,https://finance.naver.com/item/main.nhn?code=050110,"+2.96% / 11,790,309","-1.60% / 4,013,909(34%)","-0.65% / 3,807,108(32%)","+0.49% / 2,737,444(23%)"
오리엔트정공,065500,https://finance.naver.com/item/main.nhn?code=065500,"-2.87% / 10,432,088","-3.16% / 6,433,402(62%)","-0.20% / 6,140,740(59%)","+1.43% / 7,437,054(71%)"
코센,009730,https://finance.naver.com/item/main.nhn?code=009730,"-9.35% / 10,255,367","-6.59% / 10,104,978(99%)","-1.23% / 6,056,818(59%)","-1.23% / 10,861,433(106%)"
