종목명,코드,상세정보,20.08.31,20.09.01,20.09.02,20.09.03,20.09.04
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"+9.37% / 219,295,219","-6.25% / 72,117,131(33%)","-2.48% / 38,778,893(18%)","-1.77% / 25,265,300(12%)","-1.80% / 29,813,733(14%)"
이스트아시아홀딩스,900110,https://finance.naver.com/item/main.nhn?code=900110,"+2.56% / 138,343,648","-15.96% / 42,752,781(31%)","-8.08% / 26,776,300(19%)","-1.75% / 10,103,926(7%)","-4.28% / 8,626,064(6%)"
슈펙스비앤피,058530,https://finance.naver.com/item/main.nhn?code=058530,"+17.72% / 83,789,703","-7.53% / 19,782,103(24%)","-2.33% / 56,379,703(67%)","+1.19% / 24,553,691(29%)","-1.75% / 13,108,510(16%)"
다날,064260,https://finance.naver.com/item/main.nhn?code=064260,"+6.15% / 69,152,285","+2.51% / 34,619,019(50%)","+1.70% / 25,956,626(38%)","+3.71% / 27,027,687(39%)","+3.74% / 41,442,875(60%)"
필로시스헬스케어,057880,https://finance.naver.com/item/main.nhn?code=057880,"-4.97% / 50,231,047","+2.31% / 46,466,570(93%)","+0.12% / 11,395,445(23%)","+28.65% / 73,435,252(146%)","+9.01% / 81,740,983(163%)"
한국팩키지,037230,https://finance.naver.com/item/main.nhn?code=037230,"+7.71% / 36,392,034","-4.20% / 4,744,853(13%)","-1.93% / 20,904,418(57%)","-2.63% / 2,593,385(7%)","+4.21% / 10,767,276(30%)"
오성첨단소재,052420,https://finance.naver.com/item/main.nhn?code=052420,"+7.86% / 33,279,863","-2.17% / 7,302,791(22%)","-0.20% / 2,738,336(8%)","-0.41% / 1,786,773(5%)","-2.06% / 4,241,616(13%)"
바이넥스,053030,https://finance.naver.com/item/main.nhn?code=053030,"+14.47% / 25,638,927","-5.56% / 4,627,239(18%)","0.00% / 3,726,382(15%)","+2.65% / 3,191,641(12%)","-7.13% / 3,252,795(13%)"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"+4.09% / 25,017,812","-14.42% / 26,029,578(104%)","+3.06% / 13,302,024(53%)","0.00% / 9,966,919(40%)","-4.81% / 27,602,735(110%)"
켐트로스,220260,https://finance.naver.com/item/main.nhn?code=220260,"+10.92% / 21,441,970","-2.76% / 2,897,725(14%)","+10.26% / 12,000,333(56%)","-3.22% / 3,813,906(18%)","-3.92% / 3,477,582(16%)"
