종목명,코드,상세정보,20.09.03,20.09.04,20.09.07,20.09.08,20.09.09
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"+8.33% / 127,121,758","+6.03% / 64,454,377(51%)","-2.17% / 42,450,101(33%)","+29.92% / 256,894,575(202%)","+24.09% / 329,358,926(259%)"
필로시스헬스케어,057880,https://finance.naver.com/item/main.nhn?code=057880,"+28.65% / 73,435,252","+9.01% / 81,740,983(111%)","+29.92% / 24,959,914(34%)",0.00% / 0(0%),"+12.47% / 46,181,486(63%)"
KMH하이텍,052900,https://finance.naver.com/item/main.nhn?code=052900,"+17.29% / 60,377,801","-5.65% / 17,080,835(28%)","+5.63% / 13,581,396(22%)","-5.32% / 4,287,077(7%)","+6.67% / 5,278,986(9%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"+8.56% / 43,269,503","+30.00% / 66,092,826(153%)",0.00% / 0(0%),"+16.22% / 61,811,134(143%)","-1.26% / 34,520,855(80%)"
데일리블록체인,139050,https://finance.naver.com/item/main.nhn?code=139050,"+15.18% / 28,495,557","+24.00% / 40,623,311(143%)","-2.78% / 13,716,446(48%)","-3.81% / 13,004,458(46%)","-1.09% / 4,150,137(15%)"
엑세스바이오,950130,https://finance.naver.com/item/main.nhn?code=950130,"+13.97% / 27,371,931","-4.51% / 10,017,882(37%)","+1.83% / 4,909,586(18%)","-8.96% / 4,106,520(15%)","-6.43% / 2,486,188(9%)"
다날,064260,https://finance.naver.com/item/main.nhn?code=064260,"+3.71% / 27,027,687","+3.74% / 41,442,875(153%)","-4.64% / 9,569,645(35%)","-3.81% / 7,852,431(29%)","+2.80% / 8,511,341(31%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-1.77% / 25,265,300","-1.80% / 29,813,733(118%)","+2.36% / 21,708,576(86%)","+2.57% / 33,521,305(133%)","-1.49% / 41,391,529(164%)"
슈펙스비앤피,058530,https://finance.naver.com/item/main.nhn?code=058530,"+1.19% / 24,553,691","-1.75% / 13,108,510(53%)","-3.57% / 9,690,873(39%)",0.00% / 0(0%),0.00% / 0(0%)
코디엠,224060,https://finance.naver.com/item/main.nhn?code=224060,"+5.53% / 20,229,745","+5.24% / 39,050,464(193%)","+1.42% / 44,954,164(222%)","-4.53% / 13,094,256(65%)","+0.37% / 7,274,939(36%)"
시스웍,269620,https://finance.naver.com/item/main.nhn?code=269620,"+0.94% / 18,581,655","0.00% / 20,525,611(110%)","+3.20% / 20,583,242(111%)","-6.61% / 5,569,152(30%)","-10.38% / 3,170,647(17%)"
지엔원에너지,270520,https://finance.naver.com/item/main.nhn?code=270520,"+6.40% / 17,486,121","+3.45% / 5,128,767(29%)","+12.41% / 15,249,395(87%)","-7.84% / 2,891,277(17%)","-3.74% / 1,571,199(9%)"
제넨바이오,072520,https://finance.naver.com/item/main.nhn?code=072520,"+1.51% / 17,467,290","-0.82% / 8,318,086(48%)","-1.99% / 6,437,299(37%)","-8.12% / 8,757,477(50%)","+1.66% / 5,368,951(31%)"
루미마이크로,082800,https://finance.naver.com/item/main.nhn?code=082800,"+2.33% / 17,368,075","-1.97% / 2,992,547(17%)","+2.01% / 2,287,528(13%)","-0.66% / 1,826,018(11%)","+0.33% / 1,197,693(7%)"
기가레인,049080,https://finance.naver.com/item/main.nhn?code=049080,"-0.76% / 16,666,307","+6.59% / 6,385,235(38%)","+21.82% / 31,008,007(186%)","-2.69% / 11,947,006(72%)","+4.91% / 7,130,124(43%)"
큐캐피탈,016600,https://finance.naver.com/item/main.nhn?code=016600,"+7.68% / 16,546,520","-4.54% / 2,482,298(15%)","+1.02% / 980,350(6%)","-1.34% / 1,050,911(6%)","-0.17% / 658,579(4%)"
에이티넘인베스트,021080,https://finance.naver.com/item/main.nhn?code=021080,"+5.07% / 16,490,334","-4.39% / 2,900,487(18%)","-0.96% / 2,379,167(14%)","-4.86% / 2,709,008(16%)","-0.20% / 3,047,940(18%)"
세동,053060,https://finance.naver.com/item/main.nhn?code=053060,"+17.20% / 14,157,422","+2.41% / 5,076,490(36%)","+4.20% / 4,870,563(34%)","-5.10% / 1,334,951(9%)","+3.88% / 1,232,170(9%)"
진양제약,007370,https://finance.naver.com/item/main.nhn?code=007370,"+29.48% / 12,848,098","-1.90% / 15,376,445(120%)","-2.85% / 3,469,131(27%)","-3.89% / 1,670,433(13%)","-3.43% / 913,518(7%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"+1.60% / 12,638,354","-0.85% / 9,531,520(75%)","+0.61% / 9,111,381(72%)","-1.10% / 7,772,933(62%)","-2.96% / 9,121,835(72%)"
대한뉴팜,054670,https://finance.naver.com/item/main.nhn?code=054670,"+16.28% / 12,358,377","-4.41% / 3,054,512(25%)","-1.06% / 1,514,999(12%)","-5.43% / 906,168(7%)","-1.14% / 327,599(3%)"
에이프로젠 H&G,109960,https://finance.naver.com/item/main.nhn?code=109960,"-2.71% / 11,447,939","-3.74% / 6,167,292(54%)","-1.94% / 3,694,049(32%)","-11.29% / 13,649,928(119%)","-17.36% / 14,113,771(123%)"
유비케어,032620,https://finance.naver.com/item/main.nhn?code=032620,"+1.19% / 11,056,278","-0.82% / 5,270,767(48%)","+0.82% / 1,638,471(15%)","-2.44% / 2,060,417(19%)","-0.83% / 1,216,192(11%)"
앤디포스,238090,https://finance.naver.com/item/main.nhn?code=238090,"+0.18% / 11,021,560","-5.13% / 6,059,792(55%)","+14.55% / 31,790,438(288%)","+29.89% / 103,337,402(938%)","-7.84% / 34,116,798(310%)"
W홀딩컴퍼니,052300,https://finance.naver.com/item/main.nhn?code=052300,"+0.75% / 10,468,393","+1.12% / 4,564,226(44%)","+0.37% / 2,781,401(27%)","+9.89% / 106,434,132(1017%)","+4.62% / 107,617,889(1028%)"
바른테크놀로지,029480,https://finance.naver.com/item/main.nhn?code=029480,"+23.12% / 10,192,994","+10.29% / 11,134,125(109%)","+6.34% / 4,774,379(47%)","-5.61% / 6,756,498(66%)","+8.52% / 3,287,232(32%)"
이스트아시아홀딩스,900110,https://finance.naver.com/item/main.nhn?code=900110,"-1.75% / 10,103,926","-4.28% / 8,626,064(85%)","-2.11% / 12,113,285(120%)","-5.66% / 11,658,613(115%)","-4.26% / 4,506,342(45%)"
