종목명,코드,상세정보,20.09.14,20.09.15,20.09.16,20.09.18
국일제지,078130,https://finance.naver.com/item/main.nhn?code=078130,"+7.37% / 20,474,172","-1.69% / 2,839,154(14%)","+0.38% / 3,671,421(18%)","+0.78% / 1,190,146(6%)"
카카오게임즈,293490,https://finance.naver.com/item/main.nhn?code=293490,"-9.00% / 19,992,592","-8.27% / 7,994,635(40%)","-1.78% / 4,986,441(25%)","-1.70% / 1,314,523(7%)"
케이사인,192250,https://finance.naver.com/item/main.nhn?code=192250,"+4.70% / 19,885,602","-3.59% / 4,870,049(24%)","0.00% / 5,683,697(29%)","-5.22% / 13,661,032(69%)"
유니크,011320,https://finance.naver.com/item/main.nhn?code=011320,"+4.03% / 19,251,731","-5.51% / 6,035,243(31%)","-1.84% / 3,628,300(19%)","-1.69% / 950,414(5%)"
대아티아이,045390,https://finance.naver.com/item/main.nhn?code=045390,"+8.41% / 18,865,963","-1.94% / 6,603,202(35%)","+1.07% / 8,309,119(44%)","+0.75% / 3,528,790(19%)"
에스폴리텍,050760,https://finance.naver.com/item/main.nhn?code=050760,"+16.90% / 18,778,757","-3.23% / 2,401,767(13%)","-1.61% / 1,629,881(9%)","0.00% / 342,994(2%)"
투비소프트,079970,https://finance.naver.com/item/main.nhn?code=079970,"+14.66% / 18,480,004","-3.56% / 2,316,807(13%)","+10.50% / 6,764,103(37%)","+6.75% / 4,579,842(25%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"+3.81% / 17,727,180","-1.59% / 7,161,500(40%)","-0.75% / 6,071,122(34%)","+1.02% / 8,662,560(49%)"
한국정보인증,053300,https://finance.naver.com/item/main.nhn?code=053300,"+5.04% / 17,706,577","-3.11% / 5,425,177(31%)","+25.67% / 60,433,828(341%)","-4.00% / 3,452,963(20%)"
에스코넥,096630,https://finance.naver.com/item/main.nhn?code=096630,"+4.02% / 16,728,538","-1.93% / 2,118,014(13%)","+1.97% / 4,516,840(27%)","+10.95% / 51,085,038(305%)"
넥스트BT,065170,https://finance.naver.com/item/main.nhn?code=065170,"+7.66% / 16,289,513","-3.86% / 4,362,674(27%)","+4.01% / 44,110,168(271%)","-2.78% / 2,047,559(13%)"
W홀딩컴퍼니,052300,https://finance.naver.com/item/main.nhn?code=052300,"+4.32% / 14,437,608","-0.32% / 8,104,891(56%)","-1.28% / 4,933,030(34%)","+0.66% / 2,124,091(15%)"
위즈코프,038620,https://finance.naver.com/item/main.nhn?code=038620,"+2.81% / 13,894,403","-0.49% / 1,320,329(10%)","-1.46% / 863,554(6%)","+0.40% / 210,095(2%)"
이트론,096040,https://finance.naver.com/item/main.nhn?code=096040,"+4.09% / 13,437,529","-1.12% / 3,203,292(24%)","-1.14% / 1,905,884(14%)","-1.18% / 884,231(7%)"
라닉스,317120,https://finance.naver.com/item/main.nhn?code=317120,"+19.11% / 12,502,396","-4.52% / 3,746,024(30%)","-0.35% / 771,910(6%)","+1.36% / 428,221(3%)"
소리바다,053110,https://finance.naver.com/item/main.nhn?code=053110,"+7.18% / 12,118,926","-2.39% / 1,844,761(15%)","-2.45% / 2,824,038(23%)","-2.30% / 532,084(4%)"
앤디포스,238090,https://finance.naver.com/item/main.nhn?code=238090,"-0.38% / 11,945,648","+21.09% / 60,378,015(505%)","-5.55% / 32,968,451(276%)","-2.16% / 4,463,424(37%)"
판타지오,032800,https://finance.naver.com/item/main.nhn?code=032800,"+9.91% / 11,483,768","-13.90% / 14,217,765(124%)","-2.08% / 3,165,622(28%)","-2.30% / 801,336(7%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-2.31% / 10,932,045","+2.62% / 18,287,228(167%)","-0.77% / 25,032,045(229%)","-1.83% / 7,676,167(70%)"
THE E&M,089230,https://finance.naver.com/item/main.nhn?code=089230,"+13.03% / 10,568,462","+3.31% / 11,832,386(112%)","-1.26% / 1,825,574(17%)","-0.86% / 936,313(9%)"
국영지앤엠,006050,https://finance.naver.com/item/main.nhn?code=006050,"-3.18% / 10,035,365","+0.16% / 6,211,931(62%)","-0.78% / 13,663,685(136%)","-1.46% / 2,340,773(23%)"
