종목명,코드,상세정보,20.09.14,20.09.15,20.09.16,20.09.18
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"+4.49% / 63,451,101","-1.27% / 89,210,745(141%)","-1.77% / 25,741,773(41%)","+1.01% / 20,174,137(32%)"
모트렉스,118990,https://finance.naver.com/item/main.nhn?code=118990,"+29.88% / 57,701,656","+0.68% / 71,141,704(123%)","-3.26% / 24,134,486(42%)","+3.90% / 16,362,792(28%)"
엠에스오토텍,123040,https://finance.naver.com/item/main.nhn?code=123040,"+25.78% / 51,150,900","-7.06% / 10,735,782(21%)","+0.45% / 5,902,345(12%)","-1.49% / 4,887,076(10%)"
모바일어플라이언스,087260,https://finance.naver.com/item/main.nhn?code=087260,"+16.58% / 46,425,673","-3.03% / 25,045,916(54%)","+0.36% / 4,807,798(10%)","+3.17% / 4,180,454(9%)"
이엠코리아,095190,https://finance.naver.com/item/main.nhn?code=095190,"+16.61% / 44,551,686","-0.42% / 41,813,941(94%)","-4.19% / 9,037,002(20%)","+0.75% / 3,829,392(9%)"
필로시스헬스케어,057880,https://finance.naver.com/item/main.nhn?code=057880,"-2.83% / 37,400,621","-9.79% / 20,745,599(55%)","-8.36% / 22,932,690(61%)","-6.40% / 16,277,917(44%)"
오스템,031510,https://finance.naver.com/item/main.nhn?code=031510,"+13.60% / 35,785,020","-8.28% / 3,978,244(11%)","-4.07% / 1,623,509(5%)","0.00% / 3,579,633(10%)"
현대공업,170030,https://finance.naver.com/item/main.nhn?code=170030,"+30.00% / 27,136,247","+11.46% / 50,054,269(184%)","0.00% / 8,592,823(32%)","-0.76% / 776,014(3%)"
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"+8.48% / 23,127,667","+29.97% / 170,651,248(738%)","+29.82% / 249,673,722(1080%)","+6.04% / 48,969,873(212%)"
에코마이스터,064510,https://finance.naver.com/item/main.nhn?code=064510,"+29.77% / 21,554,261","+4.74% / 41,044,920(190%)","-5.66% / 5,666,496(26%)","+2.21% / 2,692,904(12%)"
