종목명,코드,상세정보,20.08.18,20.08.20,20.08.21,20.08.24
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"+1.37% / 183,989,099","-3.05% / 27,518,592(15%)","-1.75% / 12,813,366(7%)","+6.03% / 72,458,429(39%)"
일신바이오,068330,https://finance.naver.com/item/main.nhn?code=068330,"+3.45% / 67,789,104","+1.18% / 18,799,238(28%)","-9.35% / 7,349,975(11%)","+13.15% / 40,760,127(60%)"
웰크론,065950,https://finance.naver.com/item/main.nhn?code=065950,"+29.91% / 45,870,586","+14.27% / 90,543,744(197%)","-4.54% / 38,582,796(84%)","+2.19% / 16,973,386(37%)"
오리엔트정공,065500,https://finance.naver.com/item/main.nhn?code=065500,"-6.02% / 43,074,447","+1.46% / 35,372,704(82%)","-3.18% / 12,592,581(29%)","-6.54% / 8,406,887(20%)"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"-16.74% / 39,589,042","-8.12% / 12,619,293(32%)","+5.40% / 62,164,653(157%)","+4.85% / 53,842,418(136%)"
알서포트,131370,https://finance.naver.com/item/main.nhn?code=131370,"+21.80% / 38,646,338","0.00% / 23,938,423(62%)","+3.45% / 13,459,805(35%)","+3.73% / 23,129,447(60%)"
젬백스링크,064800,https://finance.naver.com/item/main.nhn?code=064800,"-9.18% / 38,241,425","-5.80% / 5,342,961(14%)","-0.39% / 7,020,069(18%)","+0.39% / 2,905,444(8%)"
코디엠,224060,https://finance.naver.com/item/main.nhn?code=224060,"-18.12% / 32,430,451","-5.61% / 20,680,396(64%)","0.00% / 17,085,425(53%)","-2.28% / 11,731,102(36%)"
슈펙스비앤피,058530,https://finance.naver.com/item/main.nhn?code=058530,"-29.34% / 30,888,574","0.00% / 7,191,076(23%)","-0.86% / 4,094,842(13%)","-4.42% / 7,348,620(24%)"
YBM넷,057030,https://finance.naver.com/item/main.nhn?code=057030,"+29.52% / 26,733,579","-3.70% / 23,713,058(89%)","-1.90% / 9,421,665(35%)","+4.31% / 10,885,730(41%)"
티비씨,033830,https://finance.naver.com/item/main.nhn?code=033830,"+12.26% / 26,095,998","-8.45% / 4,743,742(18%)","-8.81% / 2,544,654(10%)","-4.78% / 2,314,426(9%)"
GH신소재,130500,https://finance.naver.com/item/main.nhn?code=130500,"+25.52% / 25,246,214","+29.90% / 22,200,543(88%)","-15.61% / 1,750,191(7%)","+3.51% / 874,226(3%)"
메가엠디,133750,https://finance.naver.com/item/main.nhn?code=133750,"+23.86% / 21,492,637","+17.27% / 42,645,628(198%)","+8.50% / 38,634,641(180%)","-2.47% / 11,647,739(54%)"
소프트캠프,258790,https://finance.naver.com/item/main.nhn?code=258790,"+29.85% / 21,317,339","+1.60% / 36,958,266(173%)","-12.28% / 2,058,419(10%)","+11.86% / 2,103,277(10%)"
필로시스헬스케어,057880,https://finance.naver.com/item/main.nhn?code=057880,"+29.81% / 21,020,922","+29.98% / 768,002(4%)","+29.95% / 47,739,501(227%)","+29.93% / 8,548,677(41%)"
우리바이오,082850,https://finance.naver.com/item/main.nhn?code=082850,"+29.69% / 19,849,809","+29.93% / 13,314,169(67%)","-23.21% / 6,281,400(32%)","-3.65% / 3,172,158(16%)"
바른테크놀로지,029480,https://finance.naver.com/item/main.nhn?code=029480,"+13.55% / 18,115,078","+27.17% / 13,879,622(77%)","-1.79% / 2,912,416(16%)","+7.73% / 4,491,159(25%)"
감마누,192410,https://finance.naver.com/item/main.nhn?code=192410,"+2.79% / 16,638,081","-17.50% / 3,456,049(21%)","+29.96% / 11,619,001(70%)","+0.20% / 6,105,785(37%)"
시노펙스,025320,https://finance.naver.com/item/main.nhn?code=025320,"-4.89% / 13,203,418","-5.25% / 10,357,814(78%)","-2.90% / 9,833,567(74%)","+16.75% / 46,589,030(353%)"
상보,027580,https://finance.naver.com/item/main.nhn?code=027580,"-5.26% / 13,110,591","-9.33% / 4,044,255(31%)","0.00% / 1,692,475(13%)","+2.42% / 1,650,520(13%)"
링네트,042500,https://finance.naver.com/item/main.nhn?code=042500,"+10.17% / 12,913,013","+2.08% / 8,312,716(64%)","+4.60% / 6,046,995(47%)","+5.26% / 18,918,061(147%)"
이화전기,024810,https://finance.naver.com/item/main.nhn?code=024810,"-7.04% / 12,383,666","-5.26% / 7,713,428(62%)","+3.17% / 6,428,697(52%)","0.00% / 4,142,886(33%)"
엑세스바이오,950130,https://finance.naver.com/item/main.nhn?code=950130,"+28.31% / 11,123,664",0.00% / 0(0%),"-29.95% / 23,122,918(208%)","-16.36% / 31,924,342(287%)"
수젠텍,253840,https://finance.naver.com/item/main.nhn?code=253840,"+21.66% / 10,907,039","+1.56% / 5,693,097(52%)","-7.19% / 2,005,328(18%)","-3.40% / 1,554,323(14%)"
SV인베스트먼트,289080,https://finance.naver.com/item/main.nhn?code=289080,"+2.72% / 10,342,815","-7.78% / 22,150,088(214%)","-2.15% / 7,772,412(75%)","+0.27% / 2,745,881(27%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"-3.63% / 10,225,320","+3.66% / 17,577,481(172%)","+0.14% / 27,920,502(273%)","+0.81% / 9,571,375(94%)"
유바이오로직스,206650,https://finance.naver.com/item/main.nhn?code=206650,"+29.43% / 10,044,133","+0.20% / 8,392,647(84%)","-9.50% / 3,203,459(32%)","+7.69% / 5,111,042(51%)"
