종목명,코드,상세정보,20.08.27,20.08.28,20.08.31,20.09.01,20.09.02
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"+13.00% / 641,012,465","-8.63% / 129,864,635(20%)","+9.37% / 219,295,219(34%)","-6.25% / 72,117,131(11%)","-2.48% / 38,778,893(6%)"
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"+1.74% / 109,932,075","+1.02% / 28,534,509(26%)","-5.28% / 12,408,634(11%)","-3.14% / 9,778,783(9%)","+5.42% / 39,819,910(36%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"+10.68% / 98,216,716","-4.43% / 21,933,282(22%)","+5.29% / 17,761,556(18%)","-2.40% / 6,665,283(7%)","+0.47% / 11,623,982(12%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"+4.39% / 90,467,360","-3.34% / 15,713,850(17%)","+0.13% / 10,666,830(12%)","+5.75% / 37,999,886(42%)","-2.17% / 11,709,982(13%)"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"+2.67% / 75,983,968","-4.46% / 21,684,182(29%)","+4.09% / 25,017,812(33%)","-14.42% / 26,029,578(34%)","+3.06% / 13,302,024(18%)"
필로시스헬스케어,057880,https://finance.naver.com/item/main.nhn?code=057880,"-21.04% / 75,222,251","-12.43% / 34,834,309(46%)","-4.97% / 50,231,047(67%)","+2.31% / 46,466,570(62%)","+0.12% / 11,395,445(15%)"
포비스티앤씨,016670,https://finance.naver.com/item/main.nhn?code=016670,"+13.99% / 66,847,112","+6.36% / 26,118,495(39%)","-6.49% / 8,018,135(12%)","+1.85% / 6,723,120(10%)","-3.17% / 5,539,404(8%)"
메가엠디,133750,https://finance.naver.com/item/main.nhn?code=133750,"+17.74% / 59,719,425","-5.75% / 3,170,071(5%)","-3.41% / 1,359,164(2%)","+0.91% / 936,882(2%)","+0.60% / 13,341,580(22%)"
이스트아시아홀딩스,900110,https://finance.naver.com/item/main.nhn?code=900110,"+30.00% / 56,501,742","+30.00% / 9,591,305(17%)","+2.56% / 138,343,648(245%)","-15.96% / 42,752,781(76%)","-8.08% / 26,776,300(47%)"
제넨바이오,072520,https://finance.naver.com/item/main.nhn?code=072520,"-5.54% / 50,388,559","+1.51% / 13,791,065(27%)","+7.79% / 16,368,057(32%)","-1.55% / 7,646,727(15%)","+2.78% / 14,705,802(29%)"
