종목명,코드,상세정보,20.08.27,20.08.28,20.08.31,20.09.01,20.09.02
알서포트,131370,https://finance.naver.com/item/main.nhn?code=131370,"+29.90% / 46,571,315","+13.04% / 63,373,113(136%)","-4.01% / 15,051,805(32%)","-1.57% / 9,488,767(20%)","+1.59% / 16,188,998(35%)"
텔콘RF제약,200230,https://finance.naver.com/item/main.nhn?code=200230,"-11.66% / 44,560,191","-1.56% / 6,776,684(15%)","-2.65% / 4,050,502(9%)","+1.09% / 4,186,771(9%)","+2.34% / 6,476,690(15%)"
앤디포스,238090,https://finance.naver.com/item/main.nhn?code=238090,"+2.22% / 44,197,731","-3.48% / 6,460,626(15%)","-1.03% / 3,425,917(8%)","+29.86% / 54,132,540(122%)","-3.03% / 77,043,706(174%)"
YBM넷,057030,https://finance.naver.com/item/main.nhn?code=057030,"+26.60% / 39,639,919","+7.39% / 34,874,339(88%)","-6.32% / 8,264,101(21%)","+0.84% / 5,150,015(13%)","-3.33% / 4,794,129(12%)"
슈펙스비앤피,058530,https://finance.naver.com/item/main.nhn?code=058530,"-9.59% / 38,181,531","+22.73% / 107,244,349(281%)","+17.72% / 83,789,703(219%)","-7.53% / 19,782,103(52%)","-2.33% / 56,379,703(148%)"
일신바이오,068330,https://finance.naver.com/item/main.nhn?code=068330,"-22.91% / 32,685,632","-2.27% / 15,259,221(47%)","-4.25% / 7,546,257(23%)","+4.71% / 19,905,966(61%)","-3.81% / 4,097,100(13%)"
센트럴바이오,051980,https://finance.naver.com/item/main.nhn?code=051980,"-8.20% / 32,587,238","-3.57% / 10,590,431(32%)","-5.19% / 3,049,278(9%)","+6.47% / 8,033,485(25%)","+13.49% / 22,125,090(68%)"
비트컴퓨터,032850,https://finance.naver.com/item/main.nhn?code=032850,"+13.77% / 29,663,564","-5.69% / 4,399,501(15%)","-6.69% / 2,025,665(7%)","+3.19% / 1,896,489(6%)","-2.70% / 906,795(3%)"
제이씨현시스템,033320,https://finance.naver.com/item/main.nhn?code=033320,"+26.30% / 24,465,768","-7.40% / 7,668,543(31%)","-2.55% / 2,493,455(10%)","+12.31% / 30,270,599(124%)","+0.41% / 6,203,443(25%)"
소프트캠프,258790,https://finance.naver.com/item/main.nhn?code=258790,"+14.41% / 23,440,827","-2.02% / 11,341,486(48%)","-6.28% / 2,507,635(11%)","-3.71% / 1,866,089(8%)","+4.15% / 1,591,884(7%)"
엑세스바이오,950130,https://finance.naver.com/item/main.nhn?code=950130,"+2.17% / 19,167,498","-4.96% / 3,551,290(19%)","-2.24% / 3,616,701(19%)","+1.34% / 19,493,965(102%)","+9.33% / 8,773,812(46%)"
바이넥스,053030,https://finance.naver.com/item/main.nhn?code=053030,"+3.62% / 18,570,895","+1.33% / 6,026,781(32%)","+14.47% / 25,638,927(138%)","-5.56% / 4,627,239(25%)","0.00% / 3,726,382(20%)"
GH신소재,130500,https://finance.naver.com/item/main.nhn?code=130500,"+2.71% / 18,422,270","-3.74% / 3,618,656(20%)","-5.99% / 5,731,619(31%)","0.00% / 3,838,810(21%)","-0.96% / 1,836,694(10%)"
조아제약,034940,https://finance.naver.com/item/main.nhn?code=034940,"-13.10% / 17,993,314","-2.25% / 6,628,330(37%)","-3.61% / 3,294,815(18%)","+1.61% / 3,902,012(22%)","+2.48% / 3,992,447(22%)"
시스웍,269620,https://finance.naver.com/item/main.nhn?code=269620,"+29.76% / 17,629,090","-19.44% / 9,612,565(55%)","-7.29% / 6,725,758(38%)","-4.41% / 9,510,945(54%)","+22.03% / 14,006,294(79%)"
링네트,042500,https://finance.naver.com/item/main.nhn?code=042500,"+29.89% / 16,997,922","+25.92% / 39,286,404(231%)","-10.58% / 7,620,840(45%)","-1.29% / 5,397,044(32%)","-5.72% / 5,425,747(32%)"
크리스탈,083790,https://finance.naver.com/item/main.nhn?code=083790,"+13.82% / 15,563,375","+2.84% / 11,534,419(74%)","+5.45% / 3,673,680(24%)","-7.39% / 2,656,737(17%)","+3.45% / 2,329,658(15%)"
아이스크림에듀,289010,https://finance.naver.com/item/main.nhn?code=289010,"+9.09% / 15,182,807","-0.44% / 7,096,000(47%)","-3.65% / 1,301,882(9%)","-4.74% / 1,462,369(10%)","-3.22% / 1,265,047(8%)"
부방,014470,https://finance.naver.com/item/main.nhn?code=014470,"+11.98% / 14,550,390","-3.49% / 2,448,796(17%)","-0.91% / 702,953(5%)","+2.30% / 11,148,986(77%)","+2.93% / 799,153(5%)"
오리엔트정공,065500,https://finance.naver.com/item/main.nhn?code=065500,"-9.52% / 13,946,658","+0.22% / 8,358,966(60%)","-0.33% / 3,707,598(27%)","+7.78% / 12,302,109(88%)","-2.89% / 4,376,177(31%)"
오성첨단소재,052420,https://finance.naver.com/item/main.nhn?code=052420,"-1.66% / 13,770,342","0.00% / 2,243,924(16%)","+7.86% / 33,279,863(242%)","-2.17% / 7,302,791(53%)","-0.20% / 2,738,336(20%)"
시노펙스,025320,https://finance.naver.com/item/main.nhn?code=025320,"-7.39% / 13,744,671","-4.43% / 7,824,504(57%)","-2.25% / 6,404,536(47%)","0.00% / 4,688,195(34%)","-0.19% / 4,342,771(32%)"
SV인베스트먼트,289080,https://finance.naver.com/item/main.nhn?code=289080,"+3.20% / 13,607,742","0.00% / 12,056,659(89%)","+5.44% / 14,756,419(108%)","-4.68% / 4,730,184(35%)","-2.27% / 3,361,684(25%)"
유비케어,032620,https://finance.naver.com/item/main.nhn?code=032620,"+5.96% / 13,343,015","-0.40% / 2,281,306(17%)","-1.64% / 1,740,871(13%)","+11.67% / 6,403,949(48%)","-5.24% / 3,687,941(28%)"
넥스트BT,065170,https://finance.naver.com/item/main.nhn?code=065170,"+4.76% / 12,986,783","-3.59% / 3,390,155(26%)","+4.15% / 4,958,535(38%)","+4.22% / 25,636,452(197%)","+2.91% / 7,038,615(54%)"
우리바이오,082850,https://finance.naver.com/item/main.nhn?code=082850,"-18.54% / 12,962,293","+2.59% / 7,773,045(60%)","-7.24% / 4,175,041(32%)","-7.45% / 3,479,644(27%)","+9.52% / 6,148,890(47%)"
바른테크놀로지,029480,https://finance.naver.com/item/main.nhn?code=029480,"+10.99% / 12,759,184","-4.08% / 2,308,564(18%)","-0.62% / 873,343(7%)","+0.73% / 906,907(7%)","+3.74% / 1,743,990(14%)"
웰크론,065950,https://finance.naver.com/item/main.nhn?code=065950,"+1.54% / 11,208,069","+0.23% / 8,267,073(74%)","-2.10% / 5,408,229(48%)","-6.20% / 4,458,859(40%)","-1.53% / 3,373,359(30%)"
한일진공,123840,https://finance.naver.com/item/main.nhn?code=123840,"-10.00% / 10,760,077","-0.79% / 1,505,900(14%)","-1.58% / 601,407(6%)","-0.32% / 398,086(4%)","+0.98% / 809,312(8%)"
에이프로젠 H&G,109960,https://finance.naver.com/item/main.nhn?code=109960,"-12.17% / 10,546,829","-0.50% / 2,229,216(21%)","+2.50% / 3,633,848(34%)","+2.44% / 7,633,408(72%)","+4.76% / 69,989,035(664%)"
코센,009730,https://finance.naver.com/item/main.nhn?code=009730,"-10.63% / 10,303,608","+4.86% / 19,328,840(188%)","+3.68% / 7,440,594(72%)","-3.05% / 4,265,517(41%)","-1.05% / 5,750,234(56%)"
