종목명,코드,상세정보,20.09.01,20.09.02,20.09.03,20.09.04,20.09.07
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"-1.56% / 87,369,650","+2.54% / 15,361,167(18%)","+8.33% / 127,121,758(145%)","+6.03% / 64,454,377(74%)","-2.17% / 42,450,101(49%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-6.25% / 72,117,131","-2.48% / 38,778,893(54%)","-1.77% / 25,265,300(35%)","-1.80% / 29,813,733(41%)","+2.36% / 21,708,576(30%)"
리더스 기술투자,019570,https://finance.naver.com/item/main.nhn?code=019570,"+14.49% / 58,004,423","-2.97% / 9,326,229(16%)","-2.25% / 3,603,678(6%)","+2.16% / 2,693,239(5%)","+0.97% / 6,065,985(10%)"
앤디포스,238090,https://finance.naver.com/item/main.nhn?code=238090,"+29.86% / 54,132,540","-3.03% / 77,043,706(142%)","+0.18% / 11,021,560(20%)","-5.13% / 6,059,792(11%)","+14.55% / 31,790,438(59%)"
시너지이노베이션,048870,https://finance.naver.com/item/main.nhn?code=048870,"+16.95% / 51,718,760","-0.58% / 13,895,929(27%)","-0.29% / 3,636,946(7%)","+9.18% / 17,942,080(35%)","+5.78% / 8,863,793(17%)"
필로시스헬스케어,057880,https://finance.naver.com/item/main.nhn?code=057880,"+2.31% / 46,466,570","+0.12% / 11,395,445(25%)","+28.65% / 73,435,252(158%)","+9.01% / 81,740,983(176%)","+29.92% / 24,959,914(54%)"
이스트아시아홀딩스,900110,https://finance.naver.com/item/main.nhn?code=900110,"-15.96% / 42,752,781","-8.08% / 26,776,300(63%)","-1.75% / 10,103,926(24%)","-4.28% / 8,626,064(20%)","-2.11% / 12,113,285(28%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"+5.75% / 37,999,886","-2.17% / 11,709,982(31%)","+1.60% / 12,638,354(33%)","-0.85% / 9,531,520(25%)","+0.61% / 9,111,381(24%)"
자안,221610,https://finance.naver.com/item/main.nhn?code=221610,"-17.24% / 35,719,266","-1.19% / 9,925,197(28%)","-0.90% / 3,588,669(10%)","+1.82% / 7,765,793(22%)","+0.60% / 4,452,830(12%)"
다날,064260,https://finance.naver.com/item/main.nhn?code=064260,"+2.51% / 34,619,019","+1.70% / 25,956,626(75%)","+3.71% / 27,027,687(78%)","+3.74% / 41,442,875(120%)","-4.64% / 9,569,645(28%)"
에이디칩스,054630,https://finance.naver.com/item/main.nhn?code=054630,"+16.76% / 31,334,553","-3.01% / 4,062,945(13%)","+2.11% / 3,107,889(10%)","+1.58% / 4,728,523(15%)","+0.36% / 3,802,232(12%)"
제이씨현시스템,033320,https://finance.naver.com/item/main.nhn?code=033320,"+12.31% / 30,270,599","+0.41% / 6,203,443(20%)","-1.21% / 1,835,077(6%)","-0.68% / 1,109,893(4%)","-2.47% / 742,946(2%)"
에이티세미콘,089530,https://finance.naver.com/item/main.nhn?code=089530,"+1.93% / 29,456,314","-4.00% / 6,600,238(22%)","-4.21% / 5,594,503(19%)","-2.91% / 2,768,229(9%)","+0.11% / 4,791,712(16%)"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"-14.42% / 26,029,578","+3.06% / 13,302,024(51%)","0.00% / 9,966,919(38%)","-4.81% / 27,602,735(106%)","-4.40% / 6,744,334(26%)"
넥스트BT,065170,https://finance.naver.com/item/main.nhn?code=065170,"+4.22% / 25,636,452","+2.91% / 7,038,615(27%)","-2.18% / 3,121,954(12%)","-0.68% / 3,444,364(13%)","-1.13% / 2,269,069(9%)"
JW신약,067290,https://finance.naver.com/item/main.nhn?code=067290,"+11.28% / 23,657,879","+1.85% / 4,430,955(19%)","+0.91% / 5,896,541(25%)","-1.20% / 1,269,741(5%)","-1.07% / 1,240,687(5%)"
