종목명,코드,상세정보,20.10.13,20.10.14,20.10.15,20.10.16
오성첨단소재,052420,https://finance.naver.com/item/main.nhn?code=052420,"+16.80% / 243,777,834","-3.89% / 58,377,222(24%)","+8.47% / 158,950,230(65%)","-4.19% / 6,139,431(3%)"
SDN,099220,https://finance.naver.com/item/main.nhn?code=099220,"+29.99% / 114,233,846","-1.88% / 69,393,938(61%)","-2.50% / 16,395,692(14%)","-9.45% / 12,032,647(11%)"
대창솔루션,096350,https://finance.naver.com/item/main.nhn?code=096350,"+29.95% / 82,719,041","-2.72% / 97,322,394(118%)","+9.14% / 121,236,974(147%)","-7.18% / 131,133,398(159%)"
앤디포스,238090,https://finance.naver.com/item/main.nhn?code=238090,"+12.40% / 78,693,838","-4.85% / 26,883,458(34%)","-6.39% / 6,577,333(8%)","+0.23% / 25,898,736(33%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-0.50% / 54,694,763","-3.25% / 20,120,751(37%)","-0.78% / 17,166,819(31%)","+2.34% / 75,477,292(138%)"
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"+6.26% / 43,516,576","+24.76% / 261,646,207(601%)","-5.97% / 85,187,554(196%)","-12.60% / 80,924,780(186%)"
코리아에프티,123410,https://finance.naver.com/item/main.nhn?code=123410,"+12.64% / 43,023,566","-0.98% / 5,682,042(13%)","-2.55% / 8,016,451(19%)","-5.67% / 2,106,892(5%)"
모바일어플라이언스,087260,https://finance.naver.com/item/main.nhn?code=087260,"+4.07% / 41,355,030","-1.87% / 8,210,619(20%)","-1.21% / 4,295,567(10%)","-4.56% / 4,446,661(11%)"
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"+2.82% / 40,107,862","+0.51% / 13,509,486(34%)","-16.01% / 39,241,647(98%)","-1.42% / 17,686,491(44%)"
씨케이에이치,900120,https://finance.naver.com/item/main.nhn?code=900120,"+16.27% / 38,362,312","-0.87% / 16,023,441(42%)","0.00% / 4,730,630(12%)","-2.65% / 1,593,804(4%)"
한일진공,123840,https://finance.naver.com/item/main.nhn?code=123840,"+0.78% / 37,178,619","-2.05% / 25,096,875(68%)","-10.99% / 9,789,893(26%)","-10.88% / 8,507,423(23%)"
W홀딩컴퍼니,052300,https://finance.naver.com/item/main.nhn?code=052300,"-0.94% / 36,457,286","+1.18% / 13,033,621(36%)","-14.02% / 30,531,949(84%)","-8.97% / 13,939,489(38%)"
나인테크,267320,https://finance.naver.com/item/main.nhn?code=267320,"+1.46% / 32,628,994","-7.03% / 4,602,783(14%)","-6.01% / 3,314,968(10%)","-4.54% / 2,133,312(7%)"
