종목명,코드,상세정보,20.09.11,20.09.14,20.09.15,20.09.16
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"+11.07% / 249,916,778","+4.49% / 63,451,101(25%)","-1.27% / 89,210,745(36%)","-1.77% / 25,741,773(10%)"
앤디포스,238090,https://finance.naver.com/item/main.nhn?code=238090,"+14.81% / 68,890,385","-0.38% / 11,945,648(17%)","+21.09% / 60,378,015(88%)","-5.55% / 32,968,451(48%)"
케이사인,192250,https://finance.naver.com/item/main.nhn?code=192250,"+8.90% / 62,430,320","+4.70% / 19,885,602(32%)","-3.59% / 4,870,049(8%)","0.00% / 5,683,697(9%)"
포스코 ICT,022100,https://finance.naver.com/item/main.nhn?code=022100,"+4.53% / 61,708,462","+0.16% / 6,570,636(11%)","-3.74% / 4,934,133(8%)","+9.39% / 60,010,502(97%)"
W홀딩컴퍼니,052300,https://finance.naver.com/item/main.nhn?code=052300,"+2.71% / 36,075,170","+4.32% / 14,437,608(40%)","-0.32% / 8,104,891(22%)","-1.28% / 4,933,030(14%)"
오스템,031510,https://finance.naver.com/item/main.nhn?code=031510,"+17.99% / 34,284,947","+13.60% / 35,785,020(104%)","-8.28% / 3,978,244(12%)","-4.07% / 1,623,509(5%)"
드림시큐리티,203650,https://finance.naver.com/item/main.nhn?code=203650,"+2.02% / 33,894,603","+3.21% / 2,666,629(8%)","+0.13% / 22,710,544(67%)","+7.62% / 21,336,954(63%)"
소프트센,032680,https://finance.naver.com/item/main.nhn?code=032680,"+10.46% / 32,458,774","-2.23% / 2,925,568(9%)","+1.83% / 8,414,732(26%)","-1.81% / 1,433,501(4%)"
필로시스헬스케어,057880,https://finance.naver.com/item/main.nhn?code=057880,"-4.72% / 32,193,101","-2.83% / 37,400,621(116%)","-9.79% / 20,745,599(64%)","-8.36% / 22,932,690(71%)"
뉴파워프라즈마,144960,https://finance.naver.com/item/main.nhn?code=144960,"+8.58% / 31,658,713","+2.56% / 5,759,419(18%)","-1.94% / 2,473,524(8%)","-6.12% / 9,673,504(31%)"
이엠코리아,095190,https://finance.naver.com/item/main.nhn?code=095190,"+9.24% / 24,689,946","+16.61% / 44,551,686(180%)","-0.42% / 41,813,941(169%)","-4.19% / 9,037,002(37%)"
디딤,217620,https://finance.naver.com/item/main.nhn?code=217620,"+30.00% / 24,066,747","-0.85% / 9,926,631(41%)","-0.57% / 6,386,038(27%)","+6.16% / 19,869,698(83%)"
오성첨단소재,052420,https://finance.naver.com/item/main.nhn?code=052420,"+9.82% / 23,516,973","-3.71% / 9,531,397(41%)","+4.62% / 8,707,013(37%)","-4.24% / 3,530,479(15%)"
GV,045890,https://finance.naver.com/item/main.nhn?code=045890,"-9.50% / 21,858,409","-4.50% / 4,579,670(21%)","-3.46% / 3,184,614(15%)","-8.28% / 5,237,085(24%)"
KPX생명과학,114450,https://finance.naver.com/item/main.nhn?code=114450,"+18.60% / 20,531,417","-3.27% / 3,468,322(17%)","+2.99% / 3,519,272(17%)","-1.01% / 1,168,629(6%)"
장원테크,174880,https://finance.naver.com/item/main.nhn?code=174880,"+6.15% / 20,455,668","+5.49% / 3,674,505(18%)","+2.69% / 4,026,536(20%)","-0.35% / 1,526,818(7%)"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"-10.51% / 20,372,177","-0.26% / 4,912,832(24%)","0.00% / 3,033,359(15%)","+1.59% / 5,575,829(27%)"
GH신소재,130500,https://finance.naver.com/item/main.nhn?code=130500,"+8.00% / 19,811,495","-5.82% / 1,690,196(9%)","-8.06% / 1,308,492(7%)","-0.88% / 801,642(4%)"
SDN,099220,https://finance.naver.com/item/main.nhn?code=099220,"+0.26% / 18,461,431","+0.25% / 3,021,832(16%)","+0.13% / 1,639,056(9%)","+1.77% / 2,693,937(15%)"
대주산업,003310,https://finance.naver.com/item/main.nhn?code=003310,"+1.78% / 15,719,908","-1.25% / 1,694,726(11%)","-3.04% / 1,429,019(9%)","+1.83% / 2,549,245(16%)"
국영지앤엠,006050,https://finance.naver.com/item/main.nhn?code=006050,"+4.64% / 14,880,637","-3.18% / 10,035,365(67%)","+0.16% / 6,211,931(42%)","-0.78% / 13,663,685(92%)"
