종목명,코드,상세정보,20.10.08,20.10.12,20.10.13,20.10.14
루미마이크로,082800,https://finance.naver.com/item/main.nhn?code=082800,"+7.38% / 163,424,134","+1.75% / 37,832,914(23%)","-2.22% / 18,195,972(11%)","+0.38% / 42,732,103(26%)"
SV인베스트먼트,289080,https://finance.naver.com/item/main.nhn?code=289080,"+3.89% / 156,604,018","-0.56% / 34,995,207(22%)","+0.14% / 23,523,418(15%)","-0.28% / 32,848,826(21%)"
W홀딩컴퍼니,052300,https://finance.naver.com/item/main.nhn?code=052300,"-3.40% / 58,450,802","-6.74% / 20,593,302(35%)","-0.94% / 36,457,286(62%)","+1.18% / 13,033,621(22%)"
인지디스플레,037330,https://finance.naver.com/item/main.nhn?code=037330,"+14.84% / 53,456,686","-4.51% / 3,917,816(7%)","+0.57% / 9,912,862(19%)","-3.67% / 2,512,200(5%)"
시그네틱스,033170,https://finance.naver.com/item/main.nhn?code=033170,"+21.29% / 52,623,640","+2.79% / 15,446,189(29%)","-0.12% / 5,525,220(10%)","+4.76% / 13,448,103(26%)"
골드퍼시픽,038530,https://finance.naver.com/item/main.nhn?code=038530,"+29.74% / 44,248,207","+13.10% / 76,945,515(174%)","-1.52% / 27,733,698(63%)","-6.18% / 14,226,136(32%)"
오성첨단소재,052420,https://finance.naver.com/item/main.nhn?code=052420,"+11.49% / 38,999,360","+29.87% / 68,031,445(174%)","+16.80% / 243,777,834(625%)","-3.89% / 58,377,222(150%)"
SDN,099220,https://finance.naver.com/item/main.nhn?code=099220,"+15.62% / 34,949,411","-5.02% / 19,845,116(57%)","+29.99% / 114,233,846(327%)","-1.88% / 69,393,938(199%)"
이트론,096040,https://finance.naver.com/item/main.nhn?code=096040,"-4.23% / 32,837,717","-7.21% / 29,013,733(88%)","-4.39% / 27,131,289(83%)","+0.71% / 22,462,092(68%)"
아주IB투자,027360,https://finance.naver.com/item/main.nhn?code=027360,"+4.28% / 28,611,144","-6.23% / 3,794,518(13%)","-0.62% / 3,629,621(13%)","+2.70% / 5,727,806(20%)"
아진산업,013310,https://finance.naver.com/item/main.nhn?code=013310,"-0.60% / 27,899,798","+1.49% / 6,005,472(22%)","+1.72% / 7,938,487(28%)","-5.20% / 2,871,341(10%)"
우리기술,032820,https://finance.naver.com/item/main.nhn?code=032820,"+4.14% / 27,366,256","-3.19% / 6,570,304(24%)","-4.35% / 12,021,430(44%)","+2.27% / 13,086,021(48%)"
메디콕스,054180,https://finance.naver.com/item/main.nhn?code=054180,"+0.16% / 27,260,087","-5.13% / 5,041,022(18%)","-4.11% / 4,784,803(18%)","-4.63% / 5,328,916(20%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"+3.35% / 26,944,198","+0.81% / 28,571,635(106%)","0.00% / 15,455,484(57%)","-3.37% / 7,873,946(29%)"
휴맥스,115160,https://finance.naver.com/item/main.nhn?code=115160,"+9.17% / 22,724,863","-1.94% / 1,354,047(6%)","+3.93% / 16,354,739(72%)","+1.32% / 2,007,659(9%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-2.32% / 22,536,542","+6.33% / 166,482,375(739%)","-0.50% / 54,694,763(243%)","-3.25% / 20,120,751(89%)"
옴니시스템,057540,https://finance.naver.com/item/main.nhn?code=057540,"-2.27% / 21,873,097","+0.19% / 3,085,383(14%)","+1.35% / 2,867,445(13%)","+12.40% / 84,996,396(389%)"
텔레칩스,054450,https://finance.naver.com/item/main.nhn?code=054450,"+4.05% / 20,386,629","+5.50% / 4,871,875(24%)","+0.91% / 9,395,830(46%)","-2.72% / 2,040,613(10%)"
오리엔트정공,065500,https://finance.naver.com/item/main.nhn?code=065500,"+7.49% / 18,755,652","-0.54% / 4,867,965(26%)","0.00% / 8,831,706(47%)","+0.54% / 4,385,377(23%)"
나인테크,267320,https://finance.naver.com/item/main.nhn?code=267320,"+0.37% / 18,367,427","+0.18% / 14,126,937(77%)","+1.46% / 32,628,994(178%)","-7.03% / 4,602,783(25%)"
켐온,217600,https://finance.naver.com/item/main.nhn?code=217600,"+5.02% / 18,166,956","+3.11% / 4,034,306(22%)","-2.27% / 2,724,211(15%)","-1.08% / 1,876,509(10%)"
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"-2.11% / 16,766,413","-2.65% / 23,253,644(139%)","+6.26% / 43,516,576(260%)","+24.76% / 261,646,207(1561%)"
알티캐스트,085810,https://finance.naver.com/item/main.nhn?code=085810,"+12.73% / 16,350,358","-2.68% / 3,444,940(21%)","-2.00% / 7,123,785(44%)","-3.90% / 722,309(4%)"
대창솔루션,096350,https://finance.naver.com/item/main.nhn?code=096350,"-1.64% / 16,109,757","-0.24% / 6,602,665(41%)","+29.95% / 82,719,041(513%)","-2.72% / 97,322,394(604%)"
인성정보,033230,https://finance.naver.com/item/main.nhn?code=033230,"+5.06% / 13,672,074","-7.69% / 1,378,232(10%)","+0.64% / 592,155(4%)","-0.38% / 386,412(3%)"
라닉스,317120,https://finance.naver.com/item/main.nhn?code=317120,"-1.63% / 12,774,188","+5.49% / 5,124,146(40%)","-1.60% / 5,364,326(42%)","-4.07% / 1,602,875(13%)"
