종목명,코드,상세정보,20.07.27,20.07.29,20.07.30,20.07.31
대주산업,003310,https://finance.naver.com/item/main.nhn?code=003310,"+24.68% / 81,268,087","+9.24% / 57,642,428(71%)","+2.49% / 10,410,297(13%)","+0.73% / 21,374,579(26%)"
켐온,217600,https://finance.naver.com/item/main.nhn?code=217600,"+27.65% / 56,782,761","+1.05% / 8,420,787(15%)","+1.82% / 13,782,865(24%)","+4.59% / 25,565,165(45%)"
SFA반도체,036540,https://finance.naver.com/item/main.nhn?code=036540,"+10.56% / 34,233,827","+0.98% / 12,955,251(38%)","-0.48% / 8,084,342(24%)","-0.81% / 3,960,306(12%)"
우진비앤지,018620,https://finance.naver.com/item/main.nhn?code=018620,"+10.00% / 26,856,504","-0.91% / 3,353,473(12%)","+0.46% / 3,361,977(13%)","+0.76% / 1,922,495(7%)"
오스템,031510,https://finance.naver.com/item/main.nhn?code=031510,"+15.06% / 25,924,354","+5.16% / 16,101,681(62%)","+3.84% / 2,786,282(11%)","-0.21% / 2,928,098(11%)"
티플랙스,081150,https://finance.naver.com/item/main.nhn?code=081150,"-8.67% / 25,631,486","+0.92% / 12,705,242(50%)","-0.13% / 1,959,691(8%)","+0.26% / 2,731,663(11%)"
코데즈컴바인,047770,https://finance.naver.com/item/main.nhn?code=047770,"+15.66% / 22,040,532","+0.36% / 1,306,161(6%)","-1.64% / 1,893,278(9%)","+1.29% / 1,207,366(5%)"
일신바이오,068330,https://finance.naver.com/item/main.nhn?code=068330,"-1.60% / 20,673,436","+0.82% / 4,866,443(24%)","+4.45% / 15,288,478(74%)","-6.97% / 14,997,684(73%)"
아미노로직스,074430,https://finance.naver.com/item/main.nhn?code=074430,"-3.03% / 20,189,580","-4.80% / 4,303,757(21%)","+0.19% / 4,459,445(22%)","-4.64% / 2,175,480(11%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"-1.69% / 20,137,901","+0.84% / 46,134,014(229%)","-2.27% / 13,346,105(66%)","-1.71% / 10,090,056(50%)"
케이알피앤이,060900,https://finance.naver.com/item/main.nhn?code=060900,"-22.41% / 18,430,105","-6.11% / 4,076,688(22%)","-1.06% / 7,073,840(38%)","+5.96% / 4,311,126(23%)"
팜스토리,027710,https://finance.naver.com/item/main.nhn?code=027710,"+6.87% / 17,460,770","+5.88% / 7,721,807(44%)","-0.79% / 1,536,554(9%)","-3.60% / 1,251,017(7%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-1.07% / 13,833,933","0.00% / 5,860,565(42%)","+4.40% / 19,146,126(138%)","-0.70% / 13,671,282(99%)"
프럼파스트,035200,https://finance.naver.com/item/main.nhn?code=035200,"+11.22% / 13,448,137","+4.04% / 452,683(3%)","+4.38% / 818,350(6%)","-2.86% / 1,774,087(13%)"
형지I&C,011080,https://finance.naver.com/item/main.nhn?code=011080,"+7.29% / 12,615,328","+6.76% / 2,687,467(21%)","+9.50% / 10,831,571(86%)","-0.83% / 3,369,696(27%)"
미코,059090,https://finance.naver.com/item/main.nhn?code=059090,"+12.10% / 12,510,426","+7.41% / 11,870,379(95%)","+5.17% / 5,443,915(44%)","-8.47% / 4,648,508(37%)"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"+7.35% / 11,764,813","+0.30% / 2,959,206(25%)","+0.60% / 1,492,611(13%)","-2.99% / 1,817,437(15%)"
CMG제약,058820,https://finance.naver.com/item/main.nhn?code=058820,"-5.72% / 11,013,583","+0.35% / 4,711,051(43%)","+0.23% / 2,260,806(21%)","+0.57% / 3,369,012(31%)"
디지틀조선,033130,https://finance.naver.com/item/main.nhn?code=033130,"+4.11% / 10,998,846","+0.31% / 1,081,092(10%)","-0.46% / 799,105(7%)","-0.62% / 1,098,064(10%)"
코센,009730,https://finance.naver.com/item/main.nhn?code=009730,"-1.23% / 10,861,433","-3.67% / 5,514,900(51%)","+0.35% / 3,015,702(28%)","-3.10% / 4,886,404(45%)"
모헨즈,006920,https://finance.naver.com/item/main.nhn?code=006920,"+10.58% / 10,817,619","+1.57% / 1,264,790(12%)","+12.67% / 2,954,635(27%)","-2.01% / 1,679,171(16%)"
동국S&C,100130,https://finance.naver.com/item/main.nhn?code=100130,"+1.66% / 10,477,777","-1.22% / 2,727,341(26%)","-0.55% / 2,827,614(27%)","-1.24% / 2,056,026(20%)"
서린바이오,038070,https://finance.naver.com/item/main.nhn?code=038070,"+11.81% / 10,278,085","-2.97% / 642,066(6%)","+5.36% / 1,985,274(19%)","-0.36% / 407,851(4%)"
