종목명,코드,상세정보,20.07.23,20.07.24,20.07.27,20.07.29
일신바이오,068330,https://finance.naver.com/item/main.nhn?code=068330,"+14.74% / 96,814,757","-0.92% / 39,499,475(41%)","-1.60% / 20,673,436(21%)","+0.82% / 4,866,443(5%)"
EDGC,245620,https://finance.naver.com/item/main.nhn?code=245620,"+18.05% / 39,385,738","-7.03% / 11,208,068(28%)","0.00% / 6,814,873(17%)","+1.03% / 5,418,354(14%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"+0.74% / 38,370,682","+1.10% / 57,039,584(149%)","-1.69% / 20,137,901(52%)","+0.84% / 46,134,014(120%)"
티플랙스,081150,https://finance.naver.com/item/main.nhn?code=081150,"+15.67% / 35,709,851","+9.11% / 58,573,001(164%)","-8.67% / 25,631,489(72%)","+0.92% / 12,705,242(36%)"
유바이오로직스,206650,https://finance.naver.com/item/main.nhn?code=206650,"+19.13% / 28,258,085","+21.53% / 22,530,089(80%)","+7.52% / 2,731,599(10%)","+8.31% / 1,433,755(5%)"
조아제약,034940,https://finance.naver.com/item/main.nhn?code=034940,"+3.09% / 23,949,555","-0.75% / 6,623,921(28%)","-5.26% / 2,330,431(10%)","+0.10% / 948,831(4%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-1.75% / 22,872,992","+0.71% / 14,611,659(64%)","-1.07% / 13,833,933(60%)","0.00% / 5,860,565(26%)"
대주산업,003310,https://finance.naver.com/item/main.nhn?code=003310,"+9.67% / 21,439,981","-5.47% / 3,744,638(17%)","+24.68% / 81,269,742(379%)","+9.24% / 57,642,428(269%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"-2.60% / 19,669,706","-5.78% / 9,556,016(49%)","+2.86% / 9,510,073(48%)","-1.83% / 4,737,725(24%)"
바이오빌,065940,https://finance.naver.com/item/main.nhn?code=065940,"-29.81% / 17,936,767","-14.38% / 15,121,315(84%)","-14.40% / 18,551,594(103%)","-50.00% / 24,521,383(137%)"
옵트론텍,082210,https://finance.naver.com/item/main.nhn?code=082210,"+25.10% / 16,700,062","+1.56% / 5,102,776(31%)","+1.06% / 5,023,620(30%)","-1.07% / 686,059(4%)"
쎄노텍,222420,https://finance.naver.com/item/main.nhn?code=222420,"+11.35% / 15,028,738","+5.88% / 21,969,203(146%)","-6.88% / 6,777,310(45%)","+1.06% / 4,167,979(28%)"
바른손이앤에이,035620,https://finance.naver.com/item/main.nhn?code=035620,"+2.74% / 14,594,868","-2.07% / 2,378,864(16%)","+2.43% / 2,478,431(17%)","+0.29% / 972,908(7%)"
바이넥스,053030,https://finance.naver.com/item/main.nhn?code=053030,"+10.98% / 13,520,871","+2.41% / 13,349,985(99%)","+7.65% / 7,246,369(54%)","-6.22% / 3,470,357(26%)"
휴마시스,205470,https://finance.naver.com/item/main.nhn?code=205470,"+6.03% / 13,362,946","-2.44% / 3,185,140(24%)","+2.09% / 2,438,626(18%)","0.00% / 3,489,256(26%)"
시노펙스,025320,https://finance.naver.com/item/main.nhn?code=025320,"-3.35% / 12,996,162","+0.22% / 10,568,025(81%)","-1.34% / 6,351,180(49%)","-2.32% / 5,576,264(43%)"
고려제약,014570,https://finance.naver.com/item/main.nhn?code=014570,"+5.24% / 10,711,642","-1.53% / 2,981,736(28%)","-10.40% / 1,060,925(10%)","-1.33% / 228,390(2%)"
오상자이엘,053980,https://finance.naver.com/item/main.nhn?code=053980,"-2.52% / 10,361,587","-3.02% / 2,848,192(27%)","+8.00% / 4,968,790(48%)","+4.31% / 2,741,462(26%)"
코센,009730,https://finance.naver.com/item/main.nhn?code=009730,"-6.59% / 10,104,978","-1.23% / 6,056,818(60%)","-1.23% / 10,861,433(107%)","-3.67% / 5,514,900(55%)"
