종목명,코드,상세정보,20.09.23,20.09.24,20.09.25,20.09.28
이트론,096040,https://finance.naver.com/item/main.nhn?code=096040,"+11.25% / 196,049,198","-10.00% / 21,646,978(11%)","-4.00% / 10,609,826(5%)","+29.63% / 24,253,136(12%)"
대신정보통신,020180,https://finance.naver.com/item/main.nhn?code=020180,"+15.18% / 82,832,451","-1.76% / 29,392,384(35%)","-5.97% / 15,028,307(18%)","+5.71% / 10,558,090(13%)"
텔콘RF제약,200230,https://finance.naver.com/item/main.nhn?code=200230,"+25.57% / 60,574,947","+2.88% / 165,500,841(273%)","-29.93% / 69,687,861(115%)","+4.00% / 32,488,978(54%)"
모트렉스,118990,https://finance.naver.com/item/main.nhn?code=118990,"+29.92% / 59,148,717","+7.36% / 118,711,000(201%)","-10.53% / 26,319,945(44%)","+13.90% / 62,922,552(106%)"
코디엠,224060,https://finance.naver.com/item/main.nhn?code=224060,"+19.71% / 58,249,493","-7.23% / 30,315,548(52%)","-8.23% / 16,778,896(29%)","+3.30% / 13,778,694(24%)"
메디콕스,054180,https://finance.naver.com/item/main.nhn?code=054180,"+10.26% / 56,717,521","-17.41% / 13,214,699(23%)","+4.71% / 10,772,964(19%)","+7.92% / 46,021,072(81%)"
루미마이크로,082800,https://finance.naver.com/item/main.nhn?code=082800,"+7.41% / 44,564,918","+29.87% / 127,885,976(287%)","-22.59% / 98,691,727(221%)","+20.95% / 148,500,260(333%)"
한국팩키지,037230,https://finance.naver.com/item/main.nhn?code=037230,"+11.63% / 41,829,715","-18.46% / 9,495,399(23%)","-5.66% / 13,024,937(31%)","+2.75% / 3,500,637(8%)"
모바일어플라이언스,087260,https://finance.naver.com/item/main.nhn?code=087260,"+24.06% / 40,962,606","-7.50% / 77,374,312(189%)","-10.16% / 12,090,592(30%)","+7.70% / 16,818,918(41%)"
나인테크,267320,https://finance.naver.com/item/main.nhn?code=267320,"+4.23% / 38,048,871","-2.87% / 11,825,468(31%)","-8.61% / 70,984,759(187%)","+6.86% / 11,228,805(30%)"
SM Life Design,063440,https://finance.naver.com/item/main.nhn?code=063440,"+0.64% / 33,028,326","-7.76% / 6,347,340(19%)","-2.27% / 9,842,713(30%)","+3.26% / 3,448,499(10%)"
인지디스플레,037330,https://finance.naver.com/item/main.nhn?code=037330,"+13.87% / 29,300,700","-14.26% / 6,263,991(21%)","-1.42% / 2,375,997(8%)","+3.29% / 1,180,688(4%)"
줌인터넷,239340,https://finance.naver.com/item/main.nhn?code=239340,"+24.30% / 28,672,650","-13.08% / 28,829,642(101%)","+11.24% / 47,053,283(164%)","+0.68% / 20,099,161(70%)"
이화전기,024810,https://finance.naver.com/item/main.nhn?code=024810,"+4.14% / 26,913,743","-2.01% / 13,623,023(51%)","0.00% / 9,122,387(34%)","+2.74% / 9,572,129(36%)"
파워넷,037030,https://finance.naver.com/item/main.nhn?code=037030,"+5.39% / 24,515,637","+1.85% / 17,418,927(71%)","-10.60% / 3,320,135(14%)","+25.23% / 30,489,562(124%)"
대성파인텍,104040,https://finance.naver.com/item/main.nhn?code=104040,"+4.65% / 21,307,324","-10.11% / 4,968,357(23%)","-3.44% / 3,504,052(16%)","+4.21% / 2,214,551(10%)"
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"+0.18% / 20,365,891","+2.90% / 51,458,727(253%)","+1.82% / 51,201,557(251%)","+0.98% / 60,416,475(297%)"
현대공업,170030,https://finance.naver.com/item/main.nhn?code=170030,"+7.39% / 16,906,816","-10.61% / 2,390,738(14%)","-1.88% / 2,216,394(13%)","+2.80% / 875,493(5%)"
휴마시스,205470,https://finance.naver.com/item/main.nhn?code=205470,"+9.58% / 16,509,306","-6.59% / 2,999,905(18%)","-2.35% / 2,470,824(15%)","0.00% / 1,316,507(8%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"-4.20% / 11,570,319","+0.19% / 19,116,472(165%)","-7.95% / 10,213,457(88%)","+9.05% / 21,315,528(184%)"
썸에이지,208640,https://finance.naver.com/item/main.nhn?code=208640,"-15.20% / 10,223,903","+3.48% / 4,568,107(45%)","+29.81% / 6,070,942(59%)","+29.63% / 6,075,507(59%)"
나라엠앤디,051490,https://finance.naver.com/item/main.nhn?code=051490,"-6.25% / 10,101,776","-9.26% / 3,123,049(31%)","+1.73% / 12,988,142(129%)","+6.32% / 6,277,348(62%)"
아이에이,038880,https://finance.naver.com/item/main.nhn?code=038880,"+4.19% / 10,092,592","-9.25% / 25,570,089(253%)","-3.85% / 10,641,518(105%)","+2.40% / 12,490,427(124%)"
