종목명,코드,상세정보,20.10.14,20.10.15,20.10.16
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"+0.51% / 13,509,486","-16.01% / 39,241,647(290%)","-1.42% / 17,686,491(131%)"
시그네틱스,033170,https://finance.naver.com/item/main.nhn?code=033170,"+4.76% / 13,448,103","-1.70% / 8,081,279(60%)","-0.69% / 3,445,969(26%)"
마이더스AI,222810,https://finance.naver.com/item/main.nhn?code=222810,"+1.00% / 13,175,138","-2.23% / 3,045,359(23%)","-1.65% / 1,541,533(12%)"
우리기술,032820,https://finance.naver.com/item/main.nhn?code=032820,"+2.27% / 13,086,021","-0.74% / 10,141,135(77%)","-1.12% / 4,696,839(36%)"
포스코 ICT,022100,https://finance.naver.com/item/main.nhn?code=022100,"-3.33% / 13,056,425","-1.06% / 4,917,081(38%)","-6.02% / 5,057,812(39%)"
W홀딩컴퍼니,052300,https://finance.naver.com/item/main.nhn?code=052300,"+1.18% / 13,033,621","-14.02% / 30,531,949(234%)","-8.97% / 13,939,489(107%)"
센트럴바이오,051980,https://finance.naver.com/item/main.nhn?code=051980,"+15.79% / 12,933,418","-2.42% / 2,575,626(20%)","+0.62% / 1,319,197(10%)"
아시아경제,127710,https://finance.naver.com/item/main.nhn?code=127710,"+13.53% / 12,668,210","-5.37% / 2,408,827(19%)","0.00% / 8,154,269(64%)"
판타지오,032800,https://finance.naver.com/item/main.nhn?code=032800,"-0.80% / 12,024,766","-2.21% / 1,913,168(16%)","-3.38% / 1,745,518(15%)"
대한그린파워,060900,https://finance.naver.com/item/main.nhn?code=060900,"+2.23% / 11,674,382","+3.06% / 12,650,502(108%)","-2.54% / 3,193,104(27%)"
한네트,052600,https://finance.naver.com/item/main.nhn?code=052600,"-7.08% / 11,214,592","-4.30% / 5,054,076(45%)","+5.71% / 16,138,862(144%)"
대주산업,003310,https://finance.naver.com/item/main.nhn?code=003310,"+3.17% / 10,537,891","-4.10% / 1,889,955(18%)","+20.32% / 39,918,483(379%)"
MP한강,219550,https://finance.naver.com/item/main.nhn?code=219550,"+5.71% / 10,316,068","-4.63% / 2,173,248(21%)","+2.83% / 2,259,626(22%)"
모트렉스,118990,https://finance.naver.com/item/main.nhn?code=118990,"-1.35% / 10,299,839","-4.49% / 5,214,387(51%)","-4.71% / 5,721,959(56%)"
