종목명,코드,상세정보,20.09.15,20.09.16,20.09.18,20.09.21
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"+29.97% / 170,651,248","+29.82% / 249,673,722(146%)","+6.93% / 48,565,276(28%)","+25.33% / 121,605,424(71%)"
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"-1.27% / 89,210,745","-1.77% / 25,741,773(29%)","+1.01% / 20,174,137(23%)","-2.32% / 15,845,559(18%)"
모트렉스,118990,https://finance.naver.com/item/main.nhn?code=118990,"+0.68% / 71,141,704","-3.26% / 24,134,486(34%)","+3.90% / 16,362,792(23%)","+2.99% / 18,638,553(26%)"
아이에이,038880,https://finance.naver.com/item/main.nhn?code=038880,"+29.85% / 70,545,902","-6.75% / 115,916,424(164%)","-3.59% / 10,431,769(15%)","-3.98% / 14,159,841(20%)"
텔콘RF제약,200230,https://finance.naver.com/item/main.nhn?code=200230,"+9.96% / 68,432,693","+21.98% / 105,271,384(154%)","0.00% / 11,517,735(17%)","+10.45% / 52,631,054(77%)"
앤디포스,238090,https://finance.naver.com/item/main.nhn?code=238090,"+21.09% / 60,378,015","-5.55% / 32,968,451(55%)","-2.16% / 4,463,424(7%)","-6.97% / 5,862,961(10%)"
현대공업,170030,https://finance.naver.com/item/main.nhn?code=170030,"+11.46% / 50,054,269","0.00% / 8,592,823(17%)","-0.76% / 776,014(2%)","-1.03% / 836,190(2%)"
이엠코리아,095190,https://finance.naver.com/item/main.nhn?code=095190,"-0.42% / 41,813,941","-4.19% / 9,037,002(22%)","+0.75% / 3,829,392(9%)","-6.65% / 3,846,916(9%)"
에코마이스터,064510,https://finance.naver.com/item/main.nhn?code=064510,"+4.74% / 41,044,920","-5.66% / 5,666,496(14%)","+2.21% / 2,692,904(7%)","-4.15% / 3,240,978(8%)"
제주반도체,080220,https://finance.naver.com/item/main.nhn?code=080220,"+30.00% / 30,162,684","-2.10% / 46,096,726(153%)","-5.71% / 2,685,243(9%)","-3.81% / 2,521,308(8%)"
대한광통신,010170,https://finance.naver.com/item/main.nhn?code=010170,"+2.94% / 28,804,065","-2.17% / 4,668,165(16%)","+0.12% / 1,988,775(7%)","-4.15% / 2,854,552(10%)"
