종목명,코드,상세정보,20.09.15,20.09.16,20.09.18,20.09.21
모바일어플라이언스,087260,https://finance.naver.com/item/main.nhn?code=087260,"-3.03% / 25,045,916","+0.36% / 4,807,798(19%)","+3.17% / 4,180,454(17%)","+1.08% / 3,857,939(15%)"
드림시큐리티,203650,https://finance.naver.com/item/main.nhn?code=203650,"+0.13% / 22,710,544","+7.62% / 21,336,954(94%)","-3.27% / 5,705,050(25%)","-4.61% / 2,872,734(13%)"
화신정공,126640,https://finance.naver.com/item/main.nhn?code=126640,"-1.84% / 21,179,537","+2.64% / 2,259,826(11%)","-0.38% / 451,655(2%)","-2.67% / 947,557(4%)"
필로시스헬스케어,057880,https://finance.naver.com/item/main.nhn?code=057880,"-9.79% / 20,745,599","-8.36% / 22,932,690(111%)","-6.40% / 16,277,917(78%)","+3.99% / 36,815,639(177%)"
디젠스,113810,https://finance.naver.com/item/main.nhn?code=113810,"+14.31% / 19,563,395","-4.67% / 5,286,577(27%)","-2.61% / 226,461(1%)","-2.33% / 402,871(2%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"+2.62% / 18,287,228","-0.77% / 25,032,045(137%)","-1.83% / 7,668,628(42%)","-2.67% / 9,007,058(49%)"
모다이노칩,080420,https://finance.naver.com/item/main.nhn?code=080420,"+13.55% / 18,093,987","-7.00% / 1,023,085(6%)","+3.11% / 298,082(2%)","+2.53% / 4,852,971(27%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"-5.60% / 17,232,169","+4.84% / 23,696,180(138%)","-4.62% / 4,879,021(28%)","-9.09% / 10,636,553(62%)"
네오셈,253590,https://finance.naver.com/item/main.nhn?code=253590,"+29.89% / 15,925,709","-10.12% / 12,683,646(80%)","-5.80% / 1,256,145(8%)","-6.13% / 1,430,047(9%)"
녹십자웰빙,234690,https://finance.naver.com/item/main.nhn?code=234690,"+10.68% / 14,871,698","-4.39% / 1,944,939(13%)","-1.79% / 517,698(3%)","+0.93% / 1,328,994(9%)"
레고켐바이오,141080,https://finance.naver.com/item/main.nhn?code=141080,"+13.44% / 14,438,586","-4.75% / 2,778,509(19%)","-0.62% / 714,102(5%)","-4.03% / 1,239,999(9%)"
피델릭스,032580,https://finance.naver.com/item/main.nhn?code=032580,"+29.89% / 14,418,714","-3.41% / 22,231,226(154%)","+4.85% / 7,478,171(52%)","-4.63% / 1,482,823(10%)"
판타지오,032800,https://finance.naver.com/item/main.nhn?code=032800,"-13.90% / 14,217,765","-2.08% / 3,165,622(22%)","-2.30% / 801,336(6%)","-2.52% / 1,098,323(8%)"
동아화성,041930,https://finance.naver.com/item/main.nhn?code=041930,"+2.94% / 13,991,222","-2.86% / 1,541,776(11%)","+4.50% / 3,581,155(26%)","-1.46% / 1,429,053(10%)"
켐온,217600,https://finance.naver.com/item/main.nhn?code=217600,"+0.43% / 13,564,671","+0.86% / 4,130,132(30%)","-5.26% / 1,808,441(13%)","-3.88% / 2,185,643(16%)"
이그잭스,060230,https://finance.naver.com/item/main.nhn?code=060230,"+7.38% / 13,267,471","+1.72% / 3,247,552(24%)","+2.33% / 2,283,094(17%)","+0.28% / 4,492,879(34%)"
이엑스티,226360,https://finance.naver.com/item/main.nhn?code=226360,"+22.62% / 12,989,377","-12.73% / 4,707,343(36%)","-0.29% / 640,242(5%)","-1.48% / 1,093,212(8%)"
이화전기,024810,https://finance.naver.com/item/main.nhn?code=024810,"+2.04% / 12,457,554","-0.67% / 4,287,876(34%)","-2.05% / 2,552,645(20%)","+6.99% / 30,405,525(244%)"
한일진공,123840,https://finance.naver.com/item/main.nhn?code=123840,"+10.17% / 11,973,796","+13.64% / 16,321,599(136%)","+13.78% / 7,978,676(67%)","+4.28% / 6,309,773(53%)"
유바이오로직스,206650,https://finance.naver.com/item/main.nhn?code=206650,"+5.34% / 11,903,917","-3.84% / 1,523,702(13%)","+6.68% / 3,107,468(26%)","+5.91% / 2,453,039(21%)"
THE E&M,089230,https://finance.naver.com/item/main.nhn?code=089230,"+3.31% / 11,832,386","-1.26% / 1,825,574(15%)","-0.86% / 936,313(8%)","-4.65% / 1,676,894(14%)"
KMH하이텍,052900,https://finance.naver.com/item/main.nhn?code=052900,"+5.84% / 11,653,527","-3.88% / 4,135,421(35%)","+1.77% / 1,015,199(9%)","-2.83% / 1,562,974(13%)"
와이아이케이,232140,https://finance.naver.com/item/main.nhn?code=232140,"+6.15% / 11,524,810","-0.87% / 1,849,172(16%)","-0.18% / 633,986(6%)","-1.86% / 663,107(6%)"
메타바이오메드,059210,https://finance.naver.com/item/main.nhn?code=059210,"+9.67% / 11,322,802","+1.10% / 1,743,703(15%)","+1.93% / 448,809(4%)","-4.36% / 676,145(6%)"
엠에스오토텍,123040,https://finance.naver.com/item/main.nhn?code=123040,"-7.06% / 10,735,782","+0.45% / 5,902,345(55%)","-1.49% / 4,887,076(46%)","+3.39% / 16,804,822(157%)"
테라젠이텍스,066700,https://finance.naver.com/item/main.nhn?code=066700,"+6.30% / 10,219,496","-3.85% / 2,837,466(28%)","+3.10% / 1,054,215(10%)","-5.42% / 3,152,993(31%)"
