종목명,코드,상세정보,20.07.24,20.07.27,20.07.29,20.07.30
CMG제약,058820,https://finance.naver.com/item/main.nhn?code=058820,"+8.07% / 64,029,895","-5.72% / 11,013,583(17%)","+0.35% / 4,711,051(7%)","+0.23% / 2,260,806(4%)"
티플랙스,081150,https://finance.naver.com/item/main.nhn?code=081150,"+9.11% / 58,573,001","-8.67% / 25,631,489(44%)","+0.92% / 12,705,242(22%)","-0.13% / 1,959,691(3%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"+1.10% / 57,039,584","-1.69% / 20,137,901(35%)","+0.84% / 46,134,014(81%)","-2.27% / 13,346,105(23%)"
일신바이오,068330,https://finance.naver.com/item/main.nhn?code=068330,"-0.92% / 39,499,475","-1.60% / 20,673,436(52%)","+0.82% / 4,866,443(12%)","+4.45% / 15,288,478(39%)"
슈펙스비앤피,058530,https://finance.naver.com/item/main.nhn?code=058530,"+5.58% / 35,670,001","-0.96% / 5,709,211(16%)","+1.01% / 6,027,443(17%)","-5.00% / 5,134,648(14%)"
우진비앤지,018620,https://finance.naver.com/item/main.nhn?code=018620,"+18.51% / 34,296,926","+10.00% / 26,856,504(78%)","-0.91% / 3,353,473(10%)","+0.46% / 3,361,977(10%)"
유바이오로직스,206650,https://finance.naver.com/item/main.nhn?code=206650,"+21.53% / 22,530,089","+7.52% / 2,730,995(12%)","+8.31% / 1,433,755(6%)","+4.76% / 6,651,420(30%)"
쎄노텍,222420,https://finance.naver.com/item/main.nhn?code=222420,"+5.88% / 21,969,203","-6.88% / 6,777,310(31%)","+1.06% / 4,167,979(19%)","-1.68% / 804,722(4%)"
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"+2.93% / 21,061,843","-1.36% / 6,243,253(30%)","+2.38% / 12,152,744(58%)","+0.55% / 4,912,458(23%)"
아미노로직스,074430,https://finance.naver.com/item/main.nhn?code=074430,"+29.86% / 18,372,130","-3.03% / 20,189,580(110%)","-4.80% / 4,303,757(23%)","+0.19% / 4,459,445(24%)"
화일약품,061250,https://finance.naver.com/item/main.nhn?code=061250,"+2.80% / 18,065,047","-10.84% / 3,107,773(17%)","-2.22% / 961,442(5%)","+7.73% / 3,614,960(20%)"
랩지노믹스,084650,https://finance.naver.com/item/main.nhn?code=084650,"+2.80% / 17,132,210","+1.98% / 7,304,703(43%)","+2.50% / 3,836,095(22%)","+25.12% / 15,720,501(92%)"
켐온,217600,https://finance.naver.com/item/main.nhn?code=217600,"+6.14% / 16,657,445","+27.65% / 56,782,761(341%)","+1.05% / 8,420,787(51%)","+1.82% / 13,782,865(83%)"
형지I&C,011080,https://finance.naver.com/item/main.nhn?code=011080,"+9.53% / 15,827,724","+7.29% / 12,615,328(80%)","+6.76% / 2,687,467(17%)","+9.50% / 10,831,571(68%)"
신신제약,002800,https://finance.naver.com/item/main.nhn?code=002800,"+26.64% / 15,824,712","-24.06% / 6,557,468(41%)","-1.34% / 3,091,328(20%)","+4.07% / 6,717,678(42%)"
바이오빌,065940,https://finance.naver.com/item/main.nhn?code=065940,"-14.38% / 15,121,315","-14.40% / 18,551,594(123%)","-50.00% / 24,521,383(162%)","-36.11% / 35,988,109(238%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"+0.71% / 14,611,659","-1.07% / 13,833,933(95%)","0.00% / 5,860,565(40%)","+4.40% / 19,146,126(131%)"
미코,059090,https://finance.naver.com/item/main.nhn?code=059090,"+5.62% / 14,575,481","+12.10% / 12,510,456(86%)","+7.41% / 11,870,379(81%)","+5.17% / 5,443,915(37%)"
바이넥스,053030,https://finance.naver.com/item/main.nhn?code=053030,"+2.41% / 13,349,985","+7.65% / 7,246,369(54%)","-6.22% / 3,470,357(26%)","+1.83% / 3,188,355(24%)"
케이엠제약,225430,https://finance.naver.com/item/main.nhn?code=225430,"-6.48% / 12,336,141","-8.06% / 1,851,772(15%)","+1.18% / 584,446(5%)","-0.29% / 444,802(4%)"
EDGC,245620,https://finance.naver.com/item/main.nhn?code=245620,"-7.03% / 11,208,068","0.00% / 6,814,873(61%)","+1.03% / 5,418,354(48%)","+13.61% / 40,908,572(365%)"
서울바이오시스,092190,https://finance.naver.com/item/main.nhn?code=092190,"+7.27% / 10,951,675","-0.23% / 2,212,773(20%)","+2.39% / 8,729,024(80%)","+1.91% / 1,894,267(17%)"
시노펙스,025320,https://finance.naver.com/item/main.nhn?code=025320,"+0.22% / 10,568,025","-1.34% / 6,351,180(60%)","-2.32% / 5,576,264(53%)","+7.60% / 53,992,559(511%)"
제일바이오,052670,https://finance.naver.com/item/main.nhn?code=052670,"+1.07% / 10,529,406","-2.96% / 1,490,365(14%)","-2.05% / 515,181(5%)","-0.37% / 451,637(4%)"
카이노스메드,284620,https://finance.naver.com/item/main.nhn?code=284620,"+3.70% / 10,380,735","-0.72% / 1,824,905(18%)","-4.87% / 1,696,500(16%)","+0.45% / 1,231,497(12%)"
