종목명,코드,상세정보,20.05.15,20.05.18,20.05.19,20.05.20,20.05.21
조아제약,034940,https://finance.naver.com/item/main.nhn?code=034940,"+29.31% / 45,775,833","+7.78% / 71,950,456(157%)","-3.89% / 9,311,943(20%)","+1.16% / 14,946,749(33%)","+0.57% / 3,728,267(8%)"
유비케어,032620,https://finance.naver.com/item/main.nhn?code=032620,"+14.42% / 44,391,107","+2.06% / 8,271,838(19%)","-4.44% / 8,313,949(19%)","-3.80% / 3,432,694(8%)","-5.26% / 2,566,148(6%)"
코디엠,224060,https://finance.naver.com/item/main.nhn?code=224060,"-0.25% / 31,334,170","-0.99% / 9,303,080(30%)","-3.26% / 6,931,812(22%)","+2.33% / 4,643,186(15%)","-0.76% / 7,058,717(23%)"
비트컴퓨터,032850,https://finance.naver.com/item/main.nhn?code=032850,"+11.22% / 27,306,603","+4.82% / 7,450,004(27%)","+7.11% / 9,712,270(36%)","-2.34% / 10,400,899(38%)","-2.80% / 2,830,276(10%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-1.63% / 26,770,265","-4.01% / 21,262,672(79%)","+2.44% / 34,261,863(128%)","-0.68% / 17,456,879(65%)","-2.40% / 12,546,504(47%)"
뉴지랩,214870,https://finance.naver.com/item/main.nhn?code=214870,"+9.12% / 20,861,211","-5.29% / 5,032,226(24%)","-11.18% / 4,654,279(22%)","+2.80% / 3,051,804(15%)","-1.70% / 1,534,283(7%)"
한국알콜,017890,https://finance.naver.com/item/main.nhn?code=017890,"-5.23% / 19,388,312","-1.54% / 2,582,101(13%)","-5.62% / 2,129,470(11%)","+1.66% / 1,570,392(8%)","-1.30% / 904,682(5%)"
휴마시스,205470,https://finance.naver.com/item/main.nhn?code=205470,"-6.85% / 17,568,253","0.00% / 5,278,729(30%)","-12.11% / 8,995,481(51%)","+10.48% / 26,206,022(149%)","-1.08% / 7,712,187(44%)"
메이슨캐피탈,021880,https://finance.naver.com/item/main.nhn?code=021880,"-17.14% / 14,895,457","-4.95% / 7,086,338(48%)","+7.82% / 41,826,530(281%)","-3.93% / 5,891,740(40%)","+4.09% / 28,371,828(190%)"
소프트센,032680,https://finance.naver.com/item/main.nhn?code=032680,"+2.35% / 13,652,304","-1.34% / 3,850,958(28%)","-1.74% / 3,077,714(23%)","+1.18% / 4,594,254(34%)","-2.33% / 1,930,074(14%)"
YBM넷,057030,https://finance.naver.com/item/main.nhn?code=057030,"+0.22% / 13,396,159","-10.37% / 18,953,699(141%)","-2.17% / 16,098,178(120%)","+12.32% / 25,038,214(187%)","-3.29% / 9,428,420(70%)"
씨젠,096530,https://finance.naver.com/item/main.nhn?code=096530,"-9.39% / 13,263,583","-1.86% / 4,198,551(32%)","-7.92% / 4,552,331(34%)","-0.65% / 2,995,640(23%)","+0.56% / 1,684,281(13%)"
우리손에프앤지,073560,https://finance.naver.com/item/main.nhn?code=073560,"+5.58% / 12,177,954","-4.37% / 5,269,016(43%)","-1.14% / 2,148,036(18%)","+1.85% / 2,611,832(21%)","-1.13% / 1,826,113(15%)"
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"+4.31% / 11,598,583","+1.62% / 4,984,608(43%)","0.00% / 4,419,034(38%)","+0.43% / 3,791,554(33%)","+2.88% / 9,393,828(81%)"
CMG제약,058820,https://finance.naver.com/item/main.nhn?code=058820,"+3.04% / 11,320,151","-0.34% / 15,036,606(133%)","-2.28% / 3,428,193(30%)","0.00% / 1,993,203(18%)","-0.82% / 1,902,079(17%)"
인성정보,033230,https://finance.naver.com/item/main.nhn?code=033230,"+4.72% / 11,077,713","-1.08% / 2,159,443(19%)","-4.00% / 2,646,044(24%)","-1.52% / 1,217,881(11%)","-3.27% / 823,363(7%)"
