종목명,코드,상세정보,20.06.16,20.06.17,20.06.18,20.06.19,20.06.22
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"+10.90% / 107,050,119","+29.91% / 52,764,203(49%)","+29.59% / 44,192,252(41%)","0.00% / 90,208,755(84%)","-4.72% / 57,449,286(54%)"
MP한강,219550,https://finance.naver.com/item/main.nhn?code=219550,"+7.29% / 43,304,917","-5.66% / 5,085,604(12%)","+9.50% / 6,600,163(15%)","-8.22% / 4,252,187(10%)","+4.98% / 2,505,293(6%)"
스페코,013810,https://finance.naver.com/item/main.nhn?code=013810,"-0.17% / 36,914,693","+29.92% / 26,926,799(73%)","+29.37% / 25,810,321(70%)","-4.70% / 38,684,324(105%)","-7.87% / 22,332,469(60%)"
한일단조,024740,https://finance.naver.com/item/main.nhn?code=024740,"-5.51% / 35,130,168","+30.00% / 55,246,136(157%)","+29.91% / 40,366,847(115%)","-8.06% / 57,329,175(163%)","-7.87% / 26,045,550(74%)"
휴마시스,205470,https://finance.naver.com/item/main.nhn?code=205470,"+30.00% / 27,178,142","+29.81% / 38,189,159(141%)","+30.00% / 17,480,086(64%)","+29.91% / 11,114,692(41%)","+29.93% / 3,478,543(13%)"
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"+29.88% / 24,663,650","+14.08% / 134,578,827(546%)","-7.00% / 7,425,771(30%)","-5.31% / 5,474,154(22%)","+3.74% / 5,185,765(21%)"
크루셜텍,114120,https://finance.naver.com/item/main.nhn?code=114120,"+25.42% / 24,575,466",0.00% / 0(0%),0.00% / 0(0%),0.00% / 0(0%),0.00% / 0(0%)
국일제지,078130,https://finance.naver.com/item/main.nhn?code=078130,"+7.75% / 23,646,309","-1.54% / 3,844,709(16%)","+1.74% / 4,390,392(19%)","+1.54% / 5,218,172(22%)","+1.35% / 7,795,268(33%)"
알에프텍,061040,https://finance.naver.com/item/main.nhn?code=061040,"+3.00% / 21,160,013","-4.20% / 4,046,991(19%)","+11.07% / 24,298,842(115%)","-6.35% / 3,621,292(17%)","-3.27% / 3,162,370(15%)"
텔콘RF제약,200230,https://finance.naver.com/item/main.nhn?code=200230,"+29.82% / 20,575,963","-3.45% / 57,386,981(279%)","+1.79% / 21,842,677(106%)","-5.27% / 6,443,768(31%)","-1.30% / 3,904,318(19%)"
현대바이오,048410,https://finance.naver.com/item/main.nhn?code=048410,"+20.10% / 20,294,110","-1.63% / 4,867,290(24%)","+11.20% / 18,078,181(89%)","+4.48% / 14,690,193(72%)","-1.07% / 2,020,541(10%)"
에이비엘바이오,298380,https://finance.naver.com/item/main.nhn?code=298380,"+27.45% / 19,373,850","-3.01% / 6,381,035(33%)","+8.70% / 24,092,913(124%)","-0.71% / 8,012,533(41%)","+5.76% / 8,117,773(42%)"
SV인베스트먼트,289080,https://finance.naver.com/item/main.nhn?code=289080,"+5.92% / 18,362,693","-5.87% / 6,004,775(33%)","+2.32% / 5,447,740(30%)","+12.89% / 79,129,093(431%)","-1.51% / 12,489,665(68%)"
알서포트,131370,https://finance.naver.com/item/main.nhn?code=131370,"+3.19% / 18,070,102","+0.94% / 18,805,947(104%)","+11.57% / 40,670,691(225%)","-10.25% / 13,758,005(76%)","-2.92% / 7,640,741(42%)"
인콘,083640,https://finance.naver.com/item/main.nhn?code=083640,"+4.43% / 17,397,268","-3.77% / 3,306,451(19%)","-2.35% / 1,718,263(10%)","-2.51% / 2,028,779(12%)","-0.41% / 1,179,823(7%)"
KG모빌리언스,046440,https://finance.naver.com/item/main.nhn?code=046440,"+7.89% / 15,840,507","+1.22% / 3,839,369(24%)","+2.01% / 3,721,065(23%)","0.00% / 4,824,996(30%)","-0.79% / 3,898,289(25%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"+6.28% / 14,961,854","-2.39% / 10,924,044(73%)","+1.87% / 14,773,882(99%)","+3.96% / 41,029,068(274%)","-1.77% / 10,245,403(68%)"
골드퍼시픽,038530,https://finance.naver.com/item/main.nhn?code=038530,"-6.04% / 14,597,197","-8.10% / 12,029,484(82%)","-23.71% / 26,136,581(179%)","-9.96% / 9,066,912(62%)","+10.62% / 7,604,525(52%)"
라이브플렉스,050120,https://finance.naver.com/item/main.nhn?code=050120,"+10.64% / 13,671,214","+2.88% / 22,727,911(166%)","-3.27% / 3,314,332(24%)","+1.93% / 2,785,149(20%)","+9.00% / 14,925,136(109%)"
시노펙스,025320,https://finance.naver.com/item/main.nhn?code=025320,"+5.78% / 12,455,956","-4.80% / 3,461,767(28%)","+0.52% / 2,598,372(21%)","-3.11% / 2,363,874(19%)","+2.50% / 2,314,285(19%)"
대아티아이,045390,https://finance.naver.com/item/main.nhn?code=045390,"+15.86% / 11,922,410","-9.03% / 11,337,671(95%)","+2.71% / 14,055,203(118%)","+7.62% / 57,074,853(479%)","-3.99% / 9,225,615(77%)"
이지홀딩스,035810,https://finance.naver.com/item/main.nhn?code=035810,"+9.59% / 11,522,363","-3.72% / 4,177,355(36%)","-3.09% / 3,233,079(28%)","-2.40% / 3,244,828(28%)","+29.86% / 39,530,082(343%)"
세종텔레콤,036630,https://finance.naver.com/item/main.nhn?code=036630,"+3.50% / 10,571,707","-2.70% / 3,528,620(33%)","+1.04% / 2,183,314(21%)","-1.03% / 1,778,465(17%)","-1.04% / 2,354,298(22%)"
코센,009730,https://finance.naver.com/item/main.nhn?code=009730,"+30.00% / 10,049,908","+4.84% / 36,034,447(359%)","-22.47% / 28,257,947(281%)","+2.12% / 17,045,047(170%)","+1.38% / 4,549,470(45%)"
