종목명,코드,상세정보,20.08.14,20.08.18,20.08.20
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"+29.18% / 142,116,109","-16.74% / 39,589,042(28%)","-8.12% / 12,619,293(9%)"
켐온,217600,https://finance.naver.com/item/main.nhn?code=217600,"+0.20% / 66,605,209","-11.26% / 7,091,626(11%)","+3.64% / 7,241,064(11%)"
코디엠,224060,https://finance.naver.com/item/main.nhn?code=224060,"-3.25% / 53,250,526","-18.12% / 32,430,451(61%)","-5.61% / 20,680,396(39%)"
형지I&C,011080,https://finance.naver.com/item/main.nhn?code=011080,"-2.81% / 41,596,911","-12.33% / 7,156,597(17%)","-1.12% / 2,366,323(6%)"
휴맥스,115160,https://finance.naver.com/item/main.nhn?code=115160,"+0.17% / 38,156,078","-9.74% / 5,351,502(14%)","-8.95% / 1,934,092(5%)"
크리스탈신소재,900250,https://finance.naver.com/item/main.nhn?code=900250,"+4.50% / 30,841,343","-3.15% / 7,981,759(26%)","-4.40% / 7,961,269(26%)"
대주산업,003310,https://finance.naver.com/item/main.nhn?code=003310,"+6.44% / 28,506,162","-14.49% / 4,805,768(17%)","-7.61% / 3,088,671(11%)"
에이치엘비파워,043220,https://finance.naver.com/item/main.nhn?code=043220,"-8.89% / 27,619,012","-4.92% / 6,747,881(24%)","-4.17% / 2,678,960(10%)"
디지틀조선,033130,https://finance.naver.com/item/main.nhn?code=033130,"+0.85% / 23,049,143","-12.17% / 5,617,667(24%)","-7.37% / 2,144,118(9%)"
메가엠디,133750,https://finance.naver.com/item/main.nhn?code=133750,"+18.29% / 21,845,734","+23.86% / 21,492,637(98%)","+17.27% / 42,645,628(195%)"
바른테크놀로지,029480,https://finance.naver.com/item/main.nhn?code=029480,"+29.92% / 21,702,930","+13.55% / 18,115,078(83%)","+27.17% / 13,879,622(64%)"
유니온커뮤니티,203450,https://finance.naver.com/item/main.nhn?code=203450,"+19.44% / 21,234,736","-20.53% / 4,930,252(23%)","-6.80% / 2,127,718(10%)"
YBM넷,057030,https://finance.naver.com/item/main.nhn?code=057030,"+28.91% / 20,880,675","+29.52% / 26,733,579(128%)","-3.70% / 23,713,058(114%)"
오리엔탈정공,014940,https://finance.naver.com/item/main.nhn?code=014940,"+24.32% / 18,809,270","-11.78% / 6,761,025(36%)","-6.32% / 2,275,482(12%)"
씨아이에스,222080,https://finance.naver.com/item/main.nhn?code=222080,"+3.95% / 18,622,427","-6.84% / 8,330,680(45%)","-5.27% / 6,263,847(34%)"
상보,027580,https://finance.naver.com/item/main.nhn?code=027580,"-13.74% / 17,607,076","-5.26% / 13,110,591(74%)","-9.33% / 4,044,255(23%)"
에이치케이,044780,https://finance.naver.com/item/main.nhn?code=044780,"+8.88% / 17,538,760","-12.11% / 1,674,335(10%)","-5.58% / 466,732(3%)"
알티캐스트,085810,https://finance.naver.com/item/main.nhn?code=085810,"-11.01% / 16,845,141","-4.31% / 5,636,294(33%)","-8.65% / 1,188,493(7%)"
알에프텍,061040,https://finance.naver.com/item/main.nhn?code=061040,"+10.08% / 14,992,981","-4.86% / 6,127,634(41%)","-9.29% / 4,157,472(28%)"
일신바이오,068330,https://finance.naver.com/item/main.nhn?code=068330,"-8.52% / 14,328,733","+3.45% / 67,789,104(473%)","+1.18% / 18,799,238(131%)"
스페코,013810,https://finance.naver.com/item/main.nhn?code=013810,"+1.68% / 13,227,774","-12.72% / 3,107,048(23%)","-11.94% / 10,865,887(82%)"
정다운,208140,https://finance.naver.com/item/main.nhn?code=208140,"-17.16% / 11,880,479","-8.30% / 2,360,784(20%)","+2.86% / 1,606,687(14%)"
삼보모터스,053700,https://finance.naver.com/item/main.nhn?code=053700,"+13.22% / 11,387,272","-15.40% / 2,052,986(18%)","-5.49% / 1,051,392(9%)"
소프트캠프,258790,https://finance.naver.com/item/main.nhn?code=258790,"+4.30% / 11,324,633","+29.85% / 21,317,339(188%)","+1.60% / 36,958,266(326%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-1.36% / 10,152,427","+1.37% / 183,989,099(1812%)","-3.05% / 27,518,592(271%)"
에이텍티앤,224110,https://finance.naver.com/item/main.nhn?code=224110,"+8.20% / 10,043,817","-10.27% / 1,810,065(18%)","+2.91% / 1,531,448(15%)"
엑세스바이오,950130,https://finance.naver.com/item/main.nhn?code=950130,"+23.57% / 10,012,375","+28.31% / 11,123,664(111%)",0.00% / 0(0%)
뉴인텍,012340,https://finance.naver.com/item/main.nhn?code=012340,"+9.97% / 10,000,786","-5.65% / 2,318,345(23%)","-6.11% / 1,252,875(13%)"
