종목명,코드,상세정보,20.07.16,20.07.17,20.07.21,20.07.22
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"+29.91% / 128,186,713","-2.88% / 68,571,798(53%)","-8.22% / 52,924,608(41%)","-9.18% / 38,200,452(30%)"
오리엔트정공,065500,https://finance.naver.com/item/main.nhn?code=065500,"+21.77% / 58,632,766","-0.57% / 3,109,999(5%)","-6.28% / 13,660,907(23%)","-2.87% / 10,432,088(18%)"
슈펙스비앤피,058530,https://finance.naver.com/item/main.nhn?code=058530,"-6.58% / 52,368,006","+6.21% / 87,648,536(167%)","-4.22% / 16,504,194(32%)","-9.25% / 11,803,221(23%)"
켐트로스,220260,https://finance.naver.com/item/main.nhn?code=220260,"+4.57% / 39,139,018","-2.81% / 2,852,268(7%)","+0.84% / 5,852,217(15%)","-3.75% / 3,137,893(8%)"
동국S&C,100130,https://finance.naver.com/item/main.nhn?code=100130,"+12.50% / 31,812,286","+0.58% / 3,269,068(10%)","+12.00% / 42,596,299(134%)","-2.91% / 18,906,223(59%)"
나인테크,267320,https://finance.naver.com/item/main.nhn?code=267320,"+8.36% / 31,730,598","-3.14% / 5,497,916(17%)","+6.60% / 11,214,341(35%)","-4.13% / 2,058,502(6%)"
코리아나,027050,https://finance.naver.com/item/main.nhn?code=027050,"+8.35% / 26,828,614","-0.17% / 3,486,100(13%)","+0.39% / 1,414,610(5%)","-1.17% / 959,332(4%)"
에이텍,045660,https://finance.naver.com/item/main.nhn?code=045660,"+7.27% / 26,734,332","+19.90% / 129,008,711(483%)","0.00% / 1,983,348(7%)","-0.21% / 2,347,474(9%)"
유비케어,032620,https://finance.naver.com/item/main.nhn?code=032620,"+21.21% / 25,323,541","-0.36% / 1,952,077(8%)","-1.20% / 2,826,847(11%)","-2.43% / 1,465,810(6%)"
바른손이앤에이,035620,https://finance.naver.com/item/main.nhn?code=035620,"+4.08% / 22,218,960","-2.20% / 2,873,964(13%)","-1.17% / 1,572,549(7%)","-2.37% / 2,238,655(10%)"
시노펙스,025320,https://finance.naver.com/item/main.nhn?code=025320,"-7.92% / 20,276,951","+1.42% / 20,414,246(101%)","-2.50% / 25,751,783(127%)","-1.18% / 30,769,988(152%)"
정다운,208140,https://finance.naver.com/item/main.nhn?code=208140,"+29.93% / 19,812,619","-3.28% / 2,908,059(15%)","-5.15% / 4,771,406(24%)","-4.34% / 2,995,868(15%)"
동아화성,041930,https://finance.naver.com/item/main.nhn?code=041930,"+3.69% / 16,995,519","+13.20% / 55,485,837(326%)","+3.04% / 11,349,121(67%)","-0.55% / 3,439,293(20%)"
씨아이에스,222080,https://finance.naver.com/item/main.nhn?code=222080,"-10.96% / 16,072,755","-9.58% / 10,599,571(66%)","-0.17% / 4,800,845(30%)","-3.36% / 2,519,714(16%)"
바른손,018700,https://finance.naver.com/item/main.nhn?code=018700,"-1.41% / 15,472,162","+0.37% / 11,106,662(72%)","-2.09% / 1,755,279(11%)","-2.52% / 793,798(5%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"+1.98% / 14,451,672","-1.96% / 3,227,095(22%)","+12.05% / 73,730,136(510%)","+5.72% / 90,182,070(624%)"
에이텍티앤,224110,https://finance.naver.com/item/main.nhn?code=224110,"+13.31% / 13,639,841","+2.25% / 2,193,349(16%)","-1.95% / 918,976(7%)","+7.10% / 1,820,452(13%)"
쏠리드,050890,https://finance.naver.com/item/main.nhn?code=050890,"+0.91% / 13,396,933","-0.79% / 1,071,075(8%)","+4.88% / 14,416,962(108%)","+3.06% / 5,541,955(41%)"
아진산업,013310,https://finance.naver.com/item/main.nhn?code=013310,"+9.32% / 13,315,910","+2.82% / 3,504,241(26%)","-1.11% / 1,644,497(12%)","-2.24% / 927,492(7%)"
디알텍,214680,https://finance.naver.com/item/main.nhn?code=214680,"+5.10% / 13,009,872","-1.25% / 2,391,869(18%)","-2.27% / 1,818,542(14%)","-4.65% / 1,852,380(14%)"
소마젠(Reg.S),950200,https://finance.naver.com/item/main.nhn?code=950200,"+29.91% / 12,668,324","-7.24% / 3,386,063(27%)","+6.99% / 10,512,158(83%)","-1.01% / 3,717,283(29%)"
예선테크,250930,https://finance.naver.com/item/main.nhn?code=250930,"+8.26% / 12,549,206","-1.37% / 1,585,046(13%)","+2.26% / 1,316,539(10%)","+1.99% / 1,194,193(10%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-0.29% / 12,489,496","+0.90% / 5,158,784(41%)","-2.14% / 11,769,770(94%)","+3.64% / 22,994,344(184%)"
