종목명,코드,상세정보,20.08.06,20.08.07,20.08.10,20.08.11,20.08.12
디에이테크놀로지,196490,https://finance.naver.com/item/main.nhn?code=196490,"+4.76% / 93,524,229","-0.80% / 15,175,877(16%)","+0.80% / 13,080,961(14%)","-2.39% / 37,708,417(40%)","-0.82% / 33,940,233(36%)"
제넨바이오,072520,https://finance.naver.com/item/main.nhn?code=072520,"+5.95% / 62,868,372","+3.40% / 27,634,628(44%)","+6.03% / 22,987,823(37%)","+2.40% / 23,968,311(38%)","+1.75% / 10,425,780(17%)"
켐트로스,220260,https://finance.naver.com/item/main.nhn?code=220260,"+20.21% / 51,390,834","-7.39% / 5,704,588(11%)","+1.25% / 4,943,468(10%)","-3.97% / 4,239,291(8%)","+5.56% / 33,204,550(65%)"
시노펙스,025320,https://finance.naver.com/item/main.nhn?code=025320,"+0.33% / 44,616,871","+3.08% / 17,288,226(39%)","+0.80% / 20,473,466(46%)","-3.03% / 22,011,692(49%)","-5.58% / 9,975,423(22%)"
한국정보인증,053300,https://finance.naver.com/item/main.nhn?code=053300,"+24.05% / 36,568,871","-5.10% / 6,331,153(17%)","-4.26% / 16,481,228(45%)","-2.50% / 2,272,760(6%)","-4.42% / 1,824,617(5%)"
하나마이크론,067310,https://finance.naver.com/item/main.nhn?code=067310,"+25.65% / 29,986,944","-0.69% / 14,965,637(50%)","+3.29% / 4,144,646(14%)","-6.50% / 2,912,983(10%)","-0.99% / 1,699,242(6%)"
코센,009730,https://finance.naver.com/item/main.nhn?code=009730,"-9.96% / 26,529,591","-10.28% / 9,494,347(36%)","-7.83% / 22,916,612(86%)","-2.36% / 8,786,130(33%)","-4.83% / 7,486,882(28%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"+1.03% / 21,085,188","0.00% / 8,886,893(42%)","-1.03% / 9,264,216(44%)","-1.04% / 10,334,056(49%)","-2.45% / 9,439,107(45%)"
SV인베스트먼트,289080,https://finance.naver.com/item/main.nhn?code=289080,"+1.28% / 20,312,665","+1.52% / 4,318,296(21%)","-4.13% / 3,162,704(16%)","-2.74% / 2,530,362(12%)","-3.89% / 2,279,160(11%)"
CMG제약,058820,https://finance.naver.com/item/main.nhn?code=058820,"+5.51% / 20,305,502","-1.46% / 4,587,472(23%)","-1.06% / 4,518,543(22%)","-1.82% / 3,319,941(16%)","-2.73% / 3,436,970(17%)"
제일바이오,052670,https://finance.naver.com/item/main.nhn?code=052670,"-3.01% / 19,911,633","+2.99% / 2,479,067(12%)","-2.48% / 1,835,521(9%)","+0.22% / 1,719,373(9%)","+2.42% / 4,667,068(23%)"
한국전자인증,041460,https://finance.naver.com/item/main.nhn?code=041460,"+3.67% / 17,784,735","-3.38% / 1,032,187(6%)","+1.34% / 1,313,572(7%)","-0.66% / 315,536(2%)","-1.49% / 364,972(2%)"
알서포트,131370,https://finance.naver.com/item/main.nhn?code=131370,"+2.96% / 17,001,724","+2.39% / 5,228,986(31%)","-2.83% / 2,285,536(13%)","+0.90% / 2,655,339(16%)","0.00% / 2,023,411(12%)"
오르비텍,046120,https://finance.naver.com/item/main.nhn?code=046120,"+15.75% / 16,798,646","+1.33% / 6,671,124(40%)","+2.57% / 2,168,592(13%)","-4.18% / 890,505(5%)","-3.92% / 957,763(6%)"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"+2.35% / 15,520,575","-1.43% / 4,906,976(32%)","-2.33% / 3,490,724(22%)","-0.60% / 2,249,845(14%)","+1.50% / 5,083,819(33%)"
대아티아이,045390,https://finance.naver.com/item/main.nhn?code=045390,"+5.15% / 14,685,649","-1.68% / 3,482,338(24%)","+0.43% / 3,683,795(25%)","-1.00% / 3,216,487(22%)","-3.90% / 3,736,176(25%)"
화일약품,061250,https://finance.naver.com/item/main.nhn?code=061250,"+2.01% / 14,106,263","+3.29% / 6,298,479(45%)","0.00% / 2,294,589(16%)","-6.45% / 2,483,658(18%)","-3.45% / 1,497,130(11%)"
캠시스,050110,https://finance.naver.com/item/main.nhn?code=050110,"+1.73% / 12,593,621","+0.31% / 3,648,860(29%)","+0.31% / 2,762,655(22%)","-0.62% / 2,555,172(20%)","-3.26% / 2,784,896(22%)"
옵트론텍,082210,https://finance.naver.com/item/main.nhn?code=082210,"+8.50% / 12,371,068","-5.18% / 1,617,261(13%)","+1.96% / 1,129,293(9%)","-4.66% / 895,327(7%)","-6.91% / 1,689,497(14%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"+1.53% / 11,172,124","-1.39% / 4,558,976(41%)","-2.17% / 6,881,929(62%)","+1.04% / 7,632,983(68%)","-4.39% / 11,537,357(103%)"
인선이엔티,060150,https://finance.naver.com/item/main.nhn?code=060150,"+1.60% / 11,078,489","-0.49% / 1,861,997(17%)","+2.88% / 13,330,923(120%)","+0.47% / 4,293,230(39%)","-4.19% / 2,089,906(19%)"
SKC 솔믹스,057500,https://finance.naver.com/item/main.nhn?code=057500,"+0.36% / 10,529,122","+4.86% / 5,820,961(55%)","+0.17% / 5,258,091(50%)","+6.36% / 8,356,535(79%)",0.00% / 0(0%)
이루다,164060,https://finance.naver.com/item/main.nhn?code=164060,"-1.94% / 10,147,213","-11.33% / 1,543,802(15%)","+3.62% / 1,353,442(13%)","-2.54% / 800,330(8%)","+1.95% / 1,657,330(16%)"
켐온,217600,https://finance.naver.com/item/main.nhn?code=217600,"+0.37% / 10,013,206","-5.58% / 5,098,489(51%)","+3.26% / 14,767,848(147%)","-3.75% / 3,866,122(39%)","-4.30% / 3,790,576(38%)"
