종목명,코드,상세정보,20.08.04,20.08.05,20.08.06,20.08.07,20.08.10
시노펙스,025320,https://finance.naver.com/item/main.nhn?code=025320,"+9.09% / 80,929,328","+2.33% / 33,474,620(41%)","+0.33% / 44,616,871(55%)","+3.08% / 17,288,226(21%)","+0.80% / 20,473,466(25%)"
넥스트아이,137940,https://finance.naver.com/item/main.nhn?code=137940,"+29.86% / 67,922,148","-5.82% / 35,862,590(53%)","-3.82% / 6,335,698(9%)","+1.83% / 4,644,310(7%)","+1.88% / 1,635,886(2%)"
켐온,217600,https://finance.naver.com/item/main.nhn?code=217600,"+30.00% / 65,671,535","-1.83% / 38,028,025(58%)","+0.37% / 10,013,206(15%)","-5.20% / 5,099,684(8%)","+3.26% / 14,767,848(22%)"
알서포트,131370,https://finance.naver.com/item/main.nhn?code=131370,"+4.00% / 33,560,740","0.00% / 3,990,040(12%)","+2.96% / 17,001,724(51%)","+2.87% / 5,235,653(16%)","-2.83% / 2,285,536(7%)"
켐트로스,220260,https://finance.naver.com/item/main.nhn?code=220260,"+9.88% / 30,671,889","+1.24% / 10,318,689(34%)","+20.21% / 51,390,834(168%)","-7.52% / 5,706,866(19%)","+1.25% / 4,943,468(16%)"
휴마시스,205470,https://finance.naver.com/item/main.nhn?code=205470,"-1.81% / 27,036,885","+2.76% / 14,969,181(55%)","+2.69% / 5,095,303(19%)","-5.52% / 2,937,996(11%)","+0.31% / 5,560,020(21%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-0.34% / 25,345,455","-0.68% / 16,966,654(67%)","+1.03% / 21,085,188(83%)","0.00% / 8,894,947(35%)","-1.03% / 9,264,216(37%)"
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"+9.61% / 24,089,771","-0.40% / 20,378,640(85%)","-0.40% / 5,654,943(23%)","-2.41% / 2,732,373(11%)","-1.24% / 1,791,914(7%)"
뉴지랩,214870,https://finance.naver.com/item/main.nhn?code=214870,"+20.48% / 23,900,678","-4.67% / 8,750,440(37%)","-1.05% / 7,194,489(30%)","-2.47% / 1,429,738(6%)","+0.73% / 1,390,944(6%)"
에이티넘인베스트,021080,https://finance.naver.com/item/main.nhn?code=021080,"+15.12% / 20,099,531","+0.46% / 3,405,330(17%)","+1.15% / 5,734,454(29%)","-0.23% / 982,902(5%)","+3.54% / 4,922,495(24%)"
코디엠,224060,https://finance.naver.com/item/main.nhn?code=224060,"-5.98% / 19,727,870","+5.91% / 23,917,552(121%)","-4.72% / 9,228,117(47%)","-1.35% / 6,506,582(33%)","-7.21% / 11,540,709(58%)"
카이노스메드,284620,https://finance.naver.com/item/main.nhn?code=284620,"+29.91% / 19,236,533","-5.71% / 38,718,195(201%)","-8.56% / 6,849,137(36%)","-3.02% / 2,912,668(15%)","+1.60% / 3,233,535(17%)"
화일약품,061250,https://finance.naver.com/item/main.nhn?code=061250,"+17.19% / 19,035,238","-0.67% / 2,555,594(13%)","+2.01% / 14,106,263(74%)","+3.29% / 6,298,479(33%)","0.00% / 2,294,589(12%)"
유니셈,036200,https://finance.naver.com/item/main.nhn?code=036200,"+18.43% / 18,405,957","-4.97% / 3,662,582(20%)","-2.01% / 2,000,055(11%)","+1.23% / 1,287,355(7%)","+1.63% / 1,435,512(8%)"
한류AI센터,222810,https://finance.naver.com/item/main.nhn?code=222810,"-10.36% / 15,699,589","+2.39% / 7,508,884(48%)","+3.89% / 3,504,761(22%)","-3.37% / 1,383,952(9%)","-0.97% / 1,038,089(7%)"
우진비앤지,018620,https://finance.naver.com/item/main.nhn?code=018620,"+9.91% / 15,338,716","-3.33% / 3,140,773(20%)","-3.07% / 4,881,225(32%)","-1.45% / 1,343,568(9%)","+4.21% / 3,558,533(23%)"
피제이메탈,128660,https://finance.naver.com/item/main.nhn?code=128660,"+10.39% / 15,326,518","-5.91% / 1,846,698(12%)","-1.63% / 966,101(6%)","-0.24% / 363,875(2%)","+1.92% / 510,289(3%)"
넥슨지티,041140,https://finance.naver.com/item/main.nhn?code=041140,"+3.42% / 14,453,154","+7.63% / 7,929,232(55%)","-2.60% / 2,354,903(16%)","+2.67% / 2,923,272(20%)","+1.42% / 2,455,595(17%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"+2.97% / 13,117,705","-1.88% / 6,243,381(48%)","+1.53% / 11,172,124(85%)","-1.76% / 4,564,189(35%)","-2.17% / 6,881,929(52%)"
제넨바이오,072520,https://finance.naver.com/item/main.nhn?code=072520,"-1.25% / 13,078,805","+17.09% / 99,218,643(759%)","+5.95% / 62,868,372(481%)","+3.57% / 27,652,937(211%)","+6.03% / 22,987,823(176%)"
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"+1.94% / 12,193,724","+3.49% / 8,273,051(68%)","-0.92% / 3,718,340(30%)","0.00% / 1,810,417(15%)","-0.62% / 4,372,319(36%)"
아미노로직스,074430,https://finance.naver.com/item/main.nhn?code=074430,"+3.53% / 11,633,451","+0.40% / 3,080,554(26%)","+2.40% / 1,625,044(14%)","-2.15% / 641,383(6%)","-1.38% / 1,109,203(10%)"
경동제약,011040,https://finance.naver.com/item/main.nhn?code=011040,"+12.30% / 11,625,252","-1.06% / 1,681,883(14%)","0.00% / 1,461,813(13%)","-3.21% / 496,224(4%)","+0.75% / 406,707(3%)"
유바이오로직스,206650,https://finance.naver.com/item/main.nhn?code=206650,"+8.84% / 11,372,262",0.00% / 0(0%),"+4.74% / 4,438,164(39%)",0.00% / 0(0%),"-4.68% / 3,381,155(30%)"
엘비세미콘,061970,https://finance.naver.com/item/main.nhn?code=061970,"+1.97% / 11,022,243","+7.73% / 12,626,173(115%)","-2.24% / 5,234,178(47%)","-2.75% / 2,459,411(22%)","-5.53% / 4,143,100(38%)"
바이오스마트,038460,https://finance.naver.com/item/main.nhn?code=038460,"+3.56% / 10,473,989","-0.43% / 2,207,705(21%)","-2.59% / 1,131,158(11%)","+6.64% / 1,929,129(18%)","+12.65% / 2,917,168(28%)"
SV인베스트먼트,289080,https://finance.naver.com/item/main.nhn?code=289080,"+5.48% / 10,371,087","-3.47% / 6,388,461(62%)","+1.28% / 20,312,665(196%)","+1.52% / 4,318,296(42%)","-4.13% / 3,162,704(30%)"
