종목명,코드,상세정보,20.07.10,20.07.13,20.07.14,20.07.15,20.07.16
오리엔트정공,065500,https://finance.naver.com/item/main.nhn?code=065500,"+4.40% / 53,723,720","-9.44% / 19,008,077(35%)","+19.73% / 67,083,957(125%)","-7.92% / 20,276,951(38%)","-1.40% / 84,415,784"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"+2.31% / 40,025,587","-1.41% / 7,608,607(19%)","+0.57% / 12,179,996(30%)","+1.98% / 14,451,672(36%)","-1.11% / 7,867,614"
SCI평가정보,036120,https://finance.naver.com/item/main.nhn?code=036120,"+9.96% / 38,480,899","+0.85% / 6,812,252(18%)","-5.59% / 2,723,556(7%)","+8.35% / 26,828,614(70%)","-3.18% / 2,788,033"
휴마시스,205470,https://finance.naver.com/item/main.nhn?code=205470,"+21.41% / 31,451,043","+16.88% / 48,937,898(156%)","-3.25% / 16,200,051(52%)","-7.60% / 8,498,834(27%)","-0.41% / 4,892,714"
디지틀조선,033130,https://finance.naver.com/item/main.nhn?code=033130,"+15.97% / 31,396,825","+5.62% / 8,295,460(26%)","-1.37% / 2,834,903(9%)","+8.26% / 12,549,206(40%)","+2.18% / 5,190,326"
시노펙스,025320,https://finance.naver.com/item/main.nhn?code=025320,"+1.82% / 30,865,640","+29.98% / 86,789,971(281%)","+25.19% / 118,997,921(386%)","-6.58% / 52,368,006(170%)","-2.79% / 23,832,912"
데이타솔루션,263800,https://finance.naver.com/item/main.nhn?code=263800,"+9.02% / 27,927,100","+2.29% / 7,409,010(27%)","-3.83% / 825,739(3%)","+5.09% / 778,136(3%)","-3.58% / 785,012"
알서포트,131370,https://finance.naver.com/item/main.nhn?code=131370,"-6.14% / 25,131,135","+7.59% / 22,662,609(90%)","-6.57% / 9,931,307(40%)","-3.65% / 5,198,125(21%)","-0.00% / 6,075,393"
알에프텍,061040,https://finance.naver.com/item/main.nhn?code=061040,"+22.29% / 21,926,345","+3.98% / 7,463,437(34%)","-8.51% / 4,072,626(19%)","-2.82% / 2,852,525(13%)","-2.90% / 6,195,627"
SG&G,040610,https://finance.naver.com/item/main.nhn?code=040610,"+8.58% / 19,454,187","+4.56% / 2,722,560(14%)","+0.58% / 2,742,686(14%)","+4.91% / 3,829,775(20%)","-2.75% / 2,321,788"
인트로메딕,150840,https://finance.naver.com/item/main.nhn?code=150840,"+8.14% / 17,682,895","-2.97% / 1,674,471(9%)","-2.65% / 854,751(5%)","+3.15% / 870,727(5%)","-2.24% / 459,418"
MP한강,219550,https://finance.naver.com/item/main.nhn?code=219550,"+6.04% / 16,781,725","+17.08% / 22,902,739(136%)","0.00% / 4,461,208(27%)","+1.21% / 3,400,431(20%)","-1.20% / 2,300,702"
EDGC,245620,https://finance.naver.com/item/main.nhn?code=245620,"+29.87% / 15,963,804","+7.33% / 35,883,178(225%)","-4.97% / 5,764,930(36%)","-16.35% / 8,740,255(55%)","-2.68% / 4,574,671"
랩지노믹스,084650,https://finance.naver.com/item/main.nhn?code=084650,"+12.90% / 14,540,103","+6.67% / 7,758,641(53%)","-1.96% / 1,943,193(13%)","-7.71% / 1,763,987(12%)","-3.30% / 3,038,256"
오픈베이스,049480,https://finance.naver.com/item/main.nhn?code=049480,"-3.96% / 13,979,229","+4.84% / 8,566,779(61%)","-4.75% / 6,165,679(44%)","+1.44% / 3,448,803(25%)","-1.99% / 1,647,909"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-2.90% / 13,822,959","+7.46% / 152,462,868(1103%)","+0.35% / 58,408,942(423%)","-1.41% / 15,472,162(112%)","-2.50% / 9,458,825"
씨젠,096530,https://finance.naver.com/item/main.nhn?code=096530,"+15.31% / 13,291,949","+4.58% / 3,603,580(27%)","+0.33% / 2,189,443(16%)","-9.22% / 2,746,207(21%)","+4.21% / 3,080,899"
주성엔지니어링,036930,https://finance.naver.com/item/main.nhn?code=036930,"+8.75% / 13,201,632","+0.77% / 2,140,931(16%)","-2.92% / 1,004,604(8%)","+6.36% / 2,405,799(18%)","-3.36% / 1,182,414"
동국S&C,100130,https://finance.naver.com/item/main.nhn?code=100130,"+3.55% / 12,971,982","+3.58% / 27,916,825(215%)","-9.77% / 15,890,682(123%)","0.00% / 4,178,065(32%)","+5.90% / 32,917,369"
인콘,083640,https://finance.naver.com/item/main.nhn?code=083640,"-8.48% / 12,251,157","+1.21% / 6,253,648(51%)","+1.99% / 3,307,238(27%)","-1.48% / 1,775,078(14%)","-1.50% / 2,944,316"
대아티아이,045390,https://finance.naver.com/item/main.nhn?code=045390,"-2.44% / 10,737,060","+0.44% / 6,737,134(63%)","-3.51% / 4,890,480(46%)","+1.38% / 4,875,245(45%)","+0.30% / 8,381,322"
동진쎄미켐,005290,https://finance.naver.com/item/main.nhn?code=005290,"+7.04% / 10,542,754","+2.30% / 2,427,188(23%)","-3.38% / 1,654,951(16%)","-2.47% / 1,662,200(16%)","-3.21% / 1,805,056"
국일제지,078130,https://finance.naver.com/item/main.nhn?code=078130,"+1.25% / 10,232,358","0.00% / 2,333,310(23%)","+0.88% / 3,324,435(32%)","+0.52% / 2,124,426(21%)","-1.56% / 2,233,888"
엑세스바이오,950130,https://finance.naver.com/item/main.nhn?code=950130,"+11.14% / 10,092,875","+1.60% / 1,786,143(18%)","-3.68% / 1,134,761(11%)","-5.03% / 1,047,632(10%)","+0.00% / 462,986"
