종목명,코드,상세정보,20.09.07,20.09.08,20.09.09,20.09.10,20.09.11
우리기술,032820,https://finance.naver.com/item/main.nhn?code=032820,"+29.91% / 64,842,974","-0.61% / 66,878,926(103%)","+1.73% / 18,109,469(28%)","-0.50% / 7,834,022(12%)","-2.46% / 4,123,972(6%)"
동국S&C,100130,https://finance.naver.com/item/main.nhn?code=100130,"+11.05% / 46,556,397","-4.85% / 19,565,896(42%)","+3.54% / 12,405,615(27%)","-2.18% / 4,605,891(10%)","+6.50% / 7,892,215(17%)"
코디엠,224060,https://finance.naver.com/item/main.nhn?code=224060,"+1.42% / 44,954,164","-4.53% / 13,094,256(29%)","+0.37% / 7,274,939(16%)","-0.74% / 7,841,157(17%)","-0.74% / 4,407,291(10%)"
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"-2.17% / 42,450,101","+29.92% / 256,894,575(605%)","+24.09% / 329,358,926(776%)","-6.84% / 103,573,365(244%)","+11.07% / 249,916,778(589%)"
대창솔루션,096350,https://finance.naver.com/item/main.nhn?code=096350,"+3.19% / 39,569,686","-1.69% / 6,333,890(16%)","+1.70% / 3,640,935(9%)","+4.78% / 10,222,609(26%)","-0.81% / 3,694,117(9%)"
파루,043200,https://finance.naver.com/item/main.nhn?code=043200,"+10.86% / 38,157,428","-3.70% / 8,536,650(22%)","+7.14% / 40,285,112(106%)","+0.48% / 33,255,017(87%)","-2.56% / 4,396,528(12%)"
앤디포스,238090,https://finance.naver.com/item/main.nhn?code=238090,"+14.55% / 31,790,438","+29.89% / 103,337,402(325%)","-7.84% / 34,116,798(107%)","-3.57% / 13,382,812(42%)","+14.81% / 68,890,385(217%)"
기가레인,049080,https://finance.naver.com/item/main.nhn?code=049080,"+21.82% / 31,008,007","-2.69% / 11,947,006(39%)","+4.91% / 7,130,124(23%)","-2.94% / 2,154,966(7%)","+4.19% / 3,780,620(12%)"
제이엔케이히터,126880,https://finance.naver.com/item/main.nhn?code=126880,"+15.60% / 30,387,274","-6.27% / 6,190,191(20%)","+0.84% / 7,089,678(23%)","+2.22% / 9,390,087(31%)","-2.77% / 2,198,712(7%)"
미코,059090,https://finance.naver.com/item/main.nhn?code=059090,"+15.34% / 26,230,567","-4.34% / 8,248,755(31%)","+4.57% / 7,905,862(30%)","+0.52% / 3,883,339(15%)","-4.31% / 2,281,873(9%)"
필로시스헬스케어,057880,https://finance.naver.com/item/main.nhn?code=057880,"+29.92% / 24,959,914",0.00% / 0(0%),"+12.47% / 46,181,486(185%)","-10.07% / 24,037,022(96%)","-5.08% / 32,274,290(129%)"
대한그린파워,060900,https://finance.naver.com/item/main.nhn?code=060900,"+22.77% / 23,572,425","-3.22% / 9,970,952(42%)","+1.19% / 2,621,690(11%)","+5.44% / 10,104,889(43%)","+1.45% / 3,847,927(16%)"
KT서브마린,060370,https://finance.naver.com/item/main.nhn?code=060370,"+11.17% / 22,286,370","-0.78% / 5,354,276(24%)","-0.80% / 3,547,441(16%)","-0.48% / 3,637,520(16%)","+2.78% / 1,870,482(8%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"+2.36% / 21,708,576","+1.54% / 32,759,764(151%)","-1.49% / 41,363,248(191%)","+1.80% / 27,229,226(125%)","-1.76% / 12,612,433(58%)"
시스웍,269620,https://finance.naver.com/item/main.nhn?code=269620,"+3.20% / 20,583,242","-6.61% / 5,569,152(27%)","-10.38% / 3,170,647(15%)","-3.26% / 1,977,959(10%)","+0.32% / 3,899,062(19%)"
이디티,215090,https://finance.naver.com/item/main.nhn?code=215090,"+30.00% / 19,390,399","-5.38% / 11,342,167(58%)","-11.52% / 2,258,184(12%)","-3.69% / 1,387,708(7%)","-3.79% / 1,127,023(6%)"
레이크머티리얼즈,281740,https://finance.naver.com/item/main.nhn?code=281740,"+6.35% / 19,301,800","-4.40% / 3,140,547(16%)","-0.65% / 1,776,167(9%)","+1.07% / 3,939,621(20%)","-1.49% / 789,055(4%)"
국영지앤엠,006050,https://finance.naver.com/item/main.nhn?code=006050,"+10.31% / 18,133,750","+0.20% / 1,832,432(10%)","+29.92% / 39,545,083(218%)","-7.12% / 51,947,384(286%)","+4.64% / 14,937,826(82%)"
이엠코리아,095190,https://finance.naver.com/item/main.nhn?code=095190,"+8.59% / 17,654,791","-6.12% / 4,487,915(25%)","-0.96% / 2,976,168(17%)","+8.45% / 15,545,340(88%)","+9.24% / 24,689,946(140%)"
옴니시스템,057540,https://finance.naver.com/item/main.nhn?code=057540,"+8.69% / 17,635,363","-2.07% / 14,025,385(80%)","+2.98% / 12,206,536(69%)","0.00% / 2,302,726(13%)","-3.80% / 1,534,991(9%)"
에이치엘비파워,043220,https://finance.naver.com/item/main.nhn?code=043220,"+4.98% / 16,040,158","-4.74% / 3,430,430(21%)","+0.76% / 3,712,521(23%)","-1.51% / 1,464,294(9%)","0.00% / 1,165,282(7%)"
지엔원에너지,270520,https://finance.naver.com/item/main.nhn?code=270520,"+12.41% / 15,249,395","-7.84% / 2,860,738(19%)","-3.74% / 1,571,199(10%)","+1.48% / 1,436,295(9%)","+2.01% / 2,225,214(15%)"
신테카바이오,226330,https://finance.naver.com/item/main.nhn?code=226330,"+1.22% / 15,227,032","+7.78% / 1,385,465(9%)","+6.30% / 716,540(5%)","-1.23% / 522,514(3%)","+5.62% / 3,516,929(23%)"
동국산업,005160,https://finance.naver.com/item/main.nhn?code=005160,"+2.26% / 14,453,117","-1.72% / 2,492,349(17%)","-0.62% / 1,476,523(10%)","+0.75% / 697,424(5%)","-1.23% / 590,193(4%)"
스페코,013810,https://finance.naver.com/item/main.nhn?code=013810,"+0.44% / 14,451,654","+0.88% / 6,341,410(44%)","-6.06% / 2,743,869(19%)","-0.94% / 1,172,350(8%)","-1.90% / 1,161,127(8%)"
장원테크,174880,https://finance.naver.com/item/main.nhn?code=174880,"+16.13% / 14,181,163","+6.13% / 7,101,568(50%)","+5.73% / 8,208,186(58%)","+21.16% / 27,982,081(197%)","+6.35% / 20,474,103(144%)"
대성파인텍,104040,https://finance.naver.com/item/main.nhn?code=104040,"+2.15% / 13,721,435","-1.39% / 2,325,433(17%)","+9.09% / 5,031,110(37%)","-0.32% / 10,376,833(76%)","-3.56% / 2,246,880(16%)"
데일리블록체인,139050,https://finance.naver.com/item/main.nhn?code=139050,"-2.78% / 13,716,446","-3.81% / 13,004,458(95%)","-1.09% / 4,150,137(30%)","-4.56% / 5,217,547(38%)","+5.71% / 12,014,605(88%)"
KMH하이텍,052900,https://finance.naver.com/item/main.nhn?code=052900,"+5.63% / 13,581,396","-5.32% / 4,287,077(32%)","+6.67% / 5,278,986(39%)","-2.33% / 2,907,014(21%)","-1.02% / 1,362,034(10%)"
시노펙스,025320,https://finance.naver.com/item/main.nhn?code=025320,"+2.87% / 13,175,511","+6.16% / 24,481,013(186%)","-5.07% / 6,707,904(51%)","-0.19% / 6,626,170(50%)","-0.56% / 3,975,453(30%)"
바디텍메드,206640,https://finance.naver.com/item/main.nhn?code=206640,"+27.06% / 12,796,507","-7.87% / 7,157,374(56%)","-3.84% / 1,604,809(13%)","+4.38% / 1,668,430(13%)","+2.16% / 1,395,492(11%)"
SDN,099220,https://finance.naver.com/item/main.nhn?code=099220,"+3.08% / 12,434,079","+3.74% / 7,192,470(58%)","+30.00% / 67,865,899(546%)","+5.77% / 102,190,911(822%)","+0.39% / 18,497,308(149%)"
이스트아시아홀딩스,900110,https://finance.naver.com/item/main.nhn?code=900110,"-2.11% / 12,113,285","-5.66% / 11,658,613(96%)","-4.26% / 4,506,342(37%)","+2.74% / 9,610,872(79%)","-0.88% / 3,185,756(26%)"
빅텍,065450,https://finance.naver.com/item/main.nhn?code=065450,"+2.95% / 11,764,045","-2.47% / 4,953,789(42%)","-2.41% / 2,624,683(22%)","+0.52% / 2,000,437(17%)","-0.26% / 1,932,581(16%)"
삼강엠앤티,100090,https://finance.naver.com/item/main.nhn?code=100090,"+9.86% / 11,475,307","-6.13% / 6,095,999(53%)","+0.78% / 2,074,427(18%)","-3.37% / 1,547,333(13%)","+1.32% / 2,449,170(21%)"
티비씨,033830,https://finance.naver.com/item/main.nhn?code=033830,"+3.86% / 11,247,314","-4.19% / 2,235,798(20%)","+6.90% / 10,464,091(93%)","+1.80% / 2,853,575(25%)","-1.32% / 2,526,500(22%)"
동아화성,041930,https://finance.naver.com/item/main.nhn?code=041930,"+9.18% / 10,633,389","-3.96% / 1,781,502(17%)","+0.11% / 953,372(9%)","+29.07% / 23,951,247(225%)","-2.87% / 3,962,378(37%)"
유니테스트,086390,https://finance.naver.com/item/main.nhn?code=086390,"+29.97% / 10,533,707","-0.22% / 8,186,286(78%)","+13.55% / 10,929,881(104%)","+2.91% / 886,260(8%)","-3.40% / 620,342(6%)"
한일단조,024740,https://finance.naver.com/item/main.nhn?code=024740,"+0.68% / 10,371,312","+15.84% / 29,811,466(287%)","-6.36% / 4,669,663(45%)","+1.04% / 2,206,594(21%)","-5.98% / 3,258,079(31%)"
삼영엠텍,054540,https://finance.naver.com/item/main.nhn?code=054540,"+25.05% / 10,226,995","-10.09% / 5,341,573(52%)","+0.16% / 1,270,275(12%)","+2.86% / 968,581(9%)","-2.64% / 616,739(6%)"
나노엔텍,039860,https://finance.naver.com/item/main.nhn?code=039860,"+12.61% / 10,169,955","-5.19% / 29,050,547(286%)","0.00% / 13,637,907(134%)","+2.97% / 9,332,843(92%)","+7.61% / 14,491,924(142%)"
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"+2.63% / 10,091,385","-0.32% / 33,904,522(336%)","-5.18% / 5,608,997(56%)","0.00% / 4,008,524(40%)","-6.02% / 6,324,843(63%)"
