종목명,코드,상세정보,20.09.21,20.09.23,20.09.24,20.09.25
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"+25.33% / 121,605,424",0.00% / 0(0%),"+29.93% / 59,649,103(49%)","-29.87% / 182,416,694(150%)"
대성파인텍,104040,https://finance.naver.com/item/main.nhn?code=104040,"+1.88% / 89,345,959","+4.65% / 21,307,324(24%)","-10.11% / 4,968,357(6%)","-3.44% / 3,504,052(4%)"
이트론,096040,https://finance.naver.com/item/main.nhn?code=096040,"+29.52% / 83,089,354","+11.25% / 196,049,198(236%)","-10.00% / 21,646,978(26%)","-4.00% / 10,609,826(13%)"
대신정보통신,020180,https://finance.naver.com/item/main.nhn?code=020180,"+25.39% / 70,650,748","+14.85% / 82,893,611(117%)","-1.76% / 29,392,384(42%)","-5.97% / 15,028,307(21%)"
텔콘RF제약,200230,https://finance.naver.com/item/main.nhn?code=200230,"+10.45% / 52,631,054","+25.57% / 60,574,947(115%)","+2.88% / 165,511,636(314%)","-29.93% / 69,687,861(132%)"
나인테크,267320,https://finance.naver.com/item/main.nhn?code=267320,"+18.32% / 45,357,215","+4.23% / 38,048,871(84%)","-2.87% / 11,825,468(26%)","-8.61% / 70,984,759(157%)"
에이치엘비파워,043220,https://finance.naver.com/item/main.nhn?code=043220,"+12.08% / 39,148,328","-1.99% / 5,404,983(14%)","-3.50% / 4,280,022(11%)","-0.72% / 2,625,068(7%)"
필로시스헬스케어,057880,https://finance.naver.com/item/main.nhn?code=057880,"+3.99% / 36,815,639","-2.60% / 6,739,490(18%)","-2.84% / 9,104,116(25%)","-4.24% / 11,959,517(32%)"
신성델타테크,065350,https://finance.naver.com/item/main.nhn?code=065350,"+9.16% / 32,916,815","-2.67% / 1,118,823(3%)","+7.09% / 1,366,093(4%)","-7.89% / 11,126,004(34%)"
이화전기,024810,https://finance.naver.com/item/main.nhn?code=024810,"+6.99% / 30,405,525","+3.45% / 27,095,388(89%)","-2.01% / 13,623,023(45%)","0.00% / 9,122,387(30%)"
제이씨현시스템,033320,https://finance.naver.com/item/main.nhn?code=033320,"+3.11% / 24,849,791","+3.24% / 5,577,869(22%)","+7.07% / 6,941,791(28%)","-8.22% / 18,858,150(76%)"
상지카일룸,042940,https://finance.naver.com/item/main.nhn?code=042940,"+14.46% / 21,880,331","-7.43% / 5,917,100(27%)","-8.05% / 4,094,155(19%)","-4.38% / 3,959,072(18%)"
한국팩키지,037230,https://finance.naver.com/item/main.nhn?code=037230,"-8.28% / 21,763,476","+11.63% / 41,829,715(192%)","-18.46% / 9,495,399(44%)","-5.66% / 13,024,937(60%)"
나라엠앤디,051490,https://finance.naver.com/item/main.nhn?code=051490,"+13.88% / 21,268,094","-6.25% / 10,101,776(47%)","-9.26% / 3,123,049(15%)","+1.73% / 12,988,142(61%)"
서한,011370,https://finance.naver.com/item/main.nhn?code=011370,"+5.14% / 20,136,434","+0.45% / 2,561,491(13%)","+5.45% / 13,681,866(68%)","-2.59% / 10,434,530(52%)"
모트렉스,118990,https://finance.naver.com/item/main.nhn?code=118990,"+3.22% / 18,623,739","+29.92% / 59,148,717(318%)","+7.36% / 118,711,000(637%)","-10.53% / 26,319,945(141%)"
신라섬유,001000,https://finance.naver.com/item/main.nhn?code=001000,"+2.78% / 17,890,807","-4.73% / 969,242(5%)","-3.92% / 647,137(4%)","-2.45% / 419,801(2%)"
엠에스오토텍,123040,https://finance.naver.com/item/main.nhn?code=123040,"+3.39% / 16,804,822","+1.22% / 2,485,417(15%)","-8.68% / 2,534,873(15%)","-3.23% / 1,580,254(9%)"
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"-2.15% / 15,779,119","+0.18% / 20,365,891(129%)","+2.90% / 51,458,727(326%)","+1.82% / 51,201,557(324%)"
화일약품,061250,https://finance.naver.com/item/main.nhn?code=061250,"+8.66% / 14,902,319","-3.64% / 1,047,264(7%)","-5.84% / 1,583,637(11%)","-4.96% / 778,418(5%)"
아이에이,038880,https://finance.naver.com/item/main.nhn?code=038880,"-3.98% / 14,159,841","+3.79% / 10,099,335(71%)","-9.25% / 25,570,089(181%)","-3.85% / 10,641,518(75%)"
우리기술,032820,https://finance.naver.com/item/main.nhn?code=032820,"-3.39% / 13,767,320","-2.79% / 1,757,723(13%)","+29.61% / 15,118,980(110%)","+29.82% / 86,251,719(626%)"
프로스테믹스,203690,https://finance.naver.com/item/main.nhn?code=203690,"+0.59% / 12,961,302","-0.48% / 682,465(5%)","-8.45% / 1,111,249(9%)","+0.40% / 604,520(5%)"
베셀,177350,https://finance.naver.com/item/main.nhn?code=177350,"+17.68% / 12,066,631","-2.57% / 525,664(4%)","-8.32% / 355,321(3%)","0.00% / 266,024(2%)"
에이치엘비생명과학,067630,https://finance.naver.com/item/main.nhn?code=067630,"+17.60% / 11,312,379","0.00% / 3,753,782(33%)","-5.08% / 3,390,732(30%)","-2.14% / 2,183,425(19%)"
대한그린파워,060900,https://finance.naver.com/item/main.nhn?code=060900,"-0.49% / 11,236,495","-0.99% / 1,388,135(12%)","-5.76% / 3,117,329(28%)","-3.54% / 2,454,528(22%)"
신화인터텍,056700,https://finance.naver.com/item/main.nhn?code=056700,"+0.90% / 11,103,081","+0.38% / 331,273(3%)","-1.54% / 469,006(4%)","-0.78% / 280,457(3%)"
