종목명,코드,상세정보,20.09.09,20.09.10,20.09.11,20.09.14,20.09.15
초록뱀,047820,https://finance.naver.com/item/main.nhn?code=047820,"+25.16% / 327,066,240","-6.67% / 103,346,779(32%)","+11.07% / 249,916,778(76%)","+4.49% / 63,451,101(19%)","-1.27% / 89,210,745(27%)"
W홀딩컴퍼니,052300,https://finance.naver.com/item/main.nhn?code=052300,"+5.28% / 107,182,068","-5.43% / 16,767,677(16%)","+2.71% / 36,075,170(34%)","+4.32% / 14,437,608(13%)","-0.32% / 8,104,891(8%)"
포스코 ICT,022100,https://finance.naver.com/item/main.nhn?code=022100,"+13.95% / 93,273,937","-3.34% / 14,781,816(16%)","+4.53% / 61,744,530(66%)","+0.16% / 6,570,636(7%)","-3.74% / 4,934,133(5%)"
SDN,099220,https://finance.naver.com/item/main.nhn?code=099220,"+30.00% / 67,865,899","+5.77% / 102,190,911(151%)","+0.26% / 18,461,431(27%)","+0.25% / 3,021,832(4%)","+0.13% / 1,639,056(2%)"
필로시스헬스케어,057880,https://finance.naver.com/item/main.nhn?code=057880,"+12.47% / 46,181,486","-10.07% / 24,037,022(52%)","-5.08% / 32,274,290(70%)","-2.83% / 37,400,621(81%)","-9.79% / 20,745,599(45%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-1.49% / 41,363,248","+1.80% / 27,229,226(66%)","-1.76% / 12,612,433(30%)","-2.31% / 10,932,045(26%)","+2.62% / 18,287,228(44%)"
CMG제약,058820,https://finance.naver.com/item/main.nhn?code=058820,"+3.07% / 40,406,235","-2.01% / 5,102,419(13%)","+0.75% / 7,039,000(17%)","-0.74% / 2,298,409(6%)","+1.39% / 7,838,489(19%)"
파루,043200,https://finance.naver.com/item/main.nhn?code=043200,"+7.14% / 40,285,112","+0.48% / 33,255,017(83%)","-2.56% / 4,394,140(11%)","+1.16% / 3,158,006(8%)","-3.26% / 2,930,470(7%)"
국영지앤엠,006050,https://finance.naver.com/item/main.nhn?code=006050,"+29.92% / 39,545,083","-7.12% / 51,927,597(131%)","+4.64% / 14,937,826(38%)","-3.18% / 10,035,365(25%)","+0.16% / 6,211,931(16%)"
휴마시스,205470,https://finance.naver.com/item/main.nhn?code=205470,"+16.61% / 37,938,575","-1.35% / 11,475,680(30%)","+4.08% / 9,713,362(26%)","-5.14% / 3,491,826(9%)","-2.71% / 3,493,766(9%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"-1.12% / 34,505,856","0.00% / 12,822,368(37%)","0.00% / 8,360,219(24%)","-5.57% / 8,278,376(24%)","-5.60% / 17,232,169(50%)"
앤디포스,238090,https://finance.naver.com/item/main.nhn?code=238090,"-7.46% / 34,098,298","-3.57% / 13,382,812(39%)","+14.81% / 68,890,385(202%)","-0.38% / 11,945,648(35%)","+21.09% / 60,378,015(177%)"
보성파워텍,006910,https://finance.naver.com/item/main.nhn?code=006910,"+10.27% / 27,414,892","+3.76% / 4,419,682(16%)","-3.11% / 1,983,278(7%)","-1.23% / 1,351,543(5%)","+4.74% / 2,680,505(10%)"
