종목명,코드,상세정보,20.10.21,20.10.22,20.10.23
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"-1.84% / 78,210,591","-2.82% / 21,785,747(28%)","-4.59% / 10,914,549(14%)"
일신바이오,068330,https://finance.naver.com/item/main.nhn?code=068330,"+14.93% / 50,866,146","-4.16% / 32,099,941(63%)","-6.78% / 7,251,842(14%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"+1.52% / 42,211,873","-2.25% / 6,865,811(16%)","+1.02% / 17,945,998(43%)"
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"-5.35% / 40,649,348","+4.17% / 91,442,257(225%)","-4.29% / 23,595,983(58%)"
SV인베스트먼트,289080,https://finance.naver.com/item/main.nhn?code=289080,"-3.88% / 40,320,829","-1.15% / 15,471,051(38%)","+16.33% / 119,428,660(296%)"
카스,016920,https://finance.naver.com/item/main.nhn?code=016920,"+15.90% / 38,856,154","+7.28% / 12,578,470(32%)","-2.33% / 5,310,964(14%)"
웰크론한텍,076080,https://finance.naver.com/item/main.nhn?code=076080,"+12.73% / 36,748,836","-7.53% / 20,698,888(56%)","-7.96% / 3,360,541(9%)"
컬러레이,900310,https://finance.naver.com/item/main.nhn?code=900310,"+20.47% / 36,107,297","+1.70% / 12,772,306(35%)","-2.63% / 3,310,026(9%)"
파워로직스,047310,https://finance.naver.com/item/main.nhn?code=047310,"+5.17% / 36,021,409","-6.41% / 13,768,757(38%)","-5.48% / 17,746,349(49%)"
한네트,052600,https://finance.naver.com/item/main.nhn?code=052600,"+9.78% / 35,354,900","+10.29% / 33,815,102(96%)","-7.10% / 1,197,298(3%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-0.53% / 34,333,206","-3.99% / 13,731,827(40%)","-3.05% / 10,685,361(31%)"
앤디포스,238090,https://finance.naver.com/item/main.nhn?code=238090,"+4.82% / 32,306,424","+0.59% / 9,764,272(30%)","-3.52% / 3,542,008(11%)"
KPX생명과학,114450,https://finance.naver.com/item/main.nhn?code=114450,"+29.67% / 29,910,987","+2.12% / 20,687,378(69%)","-11.20% / 10,293,684(34%)"
KMH하이텍,052900,https://finance.naver.com/item/main.nhn?code=052900,"+9.73% / 27,663,664","+2.71% / 43,825,567(158%)","-3.36% / 14,438,054(52%)"
켐온,217600,https://finance.naver.com/item/main.nhn?code=217600,"-5.79% / 22,133,027","-8.00% / 5,301,186(24%)","-5.28% / 12,269,479(55%)"
대한광통신,010170,https://finance.naver.com/item/main.nhn?code=010170,"+7.53% / 19,980,160","-6.88% / 30,815,253(154%)","-2.80% / 5,152,534(26%)"
인지디스플레,037330,https://finance.naver.com/item/main.nhn?code=037330,"+5.52% / 19,830,656","+0.42% / 6,336,132(32%)","+0.70% / 36,819,877(186%)"
서한,011370,https://finance.naver.com/item/main.nhn?code=011370,"-6.29% / 19,552,713","-5.11% / 25,683,868(131%)","-3.03% / 8,741,336(45%)"
윙입푸드,900340,https://finance.naver.com/item/main.nhn?code=900340,"+5.88% / 19,186,577","+5.56% / 8,375,528(44%)","-3.16% / 9,102,504(47%)"
대한과학,131220,https://finance.naver.com/item/main.nhn?code=131220,"+29.52% / 18,989,700","+18.14% / 37,260,995(196%)","-3.94% / 7,938,144(42%)"
오성첨단소재,052420,https://finance.naver.com/item/main.nhn?code=052420,"-8.98% / 18,230,459","-6.19% / 13,002,075(71%)","-3.77% / 16,438,916(90%)"
SDN,099220,https://finance.naver.com/item/main.nhn?code=099220,"-0.44% / 17,371,395","-5.21% / 4,106,531(24%)","-1.75% / 16,005,016(92%)"
유테크,178780,https://finance.naver.com/item/main.nhn?code=178780,"-25.89% / 15,692,127","+5.82% / 5,444,746(35%)","-6.58% / 1,021,991(7%)"
모바일어플라이언스,087260,https://finance.naver.com/item/main.nhn?code=087260,"-5.64% / 14,215,493","-11.16% / 6,625,460(47%)","-2.91% / 3,289,425(23%)"
우리기술투자,041190,https://finance.naver.com/item/main.nhn?code=041190,"-1.17% / 14,208,715","+29.85% / 74,897,066(527%)","-11.17% / 80,634,483(568%)"
대창솔루션,096350,https://finance.naver.com/item/main.nhn?code=096350,"0.00% / 13,823,664","-6.78% / 14,686,162(106%)","-0.22% / 7,692,292(56%)"
KT서브마린,060370,https://finance.naver.com/item/main.nhn?code=060370,"+13.06% / 13,717,315","-8.70% / 4,575,260(33%)","-7.03% / 2,782,538(20%)"
넥스트아이,137940,https://finance.naver.com/item/main.nhn?code=137940,"+2.05% / 13,183,425","-5.78% / 2,603,045(20%)","0.00% / 2,539,466(19%)"
MP한강,219550,https://finance.naver.com/item/main.nhn?code=219550,"-6.51% / 13,168,541","+0.37% / 3,295,272(25%)","-6.57% / 3,052,366(23%)"
한송네오텍,226440,https://finance.naver.com/item/main.nhn?code=226440,"+28.05% / 12,750,190","0.00% / 8,771,370(69%)","-0.24% / 5,198,318(41%)"
대주산업,003310,https://finance.naver.com/item/main.nhn?code=003310,"-2.32% / 11,198,550","-12.25% / 17,849,429(159%)","+1.13% / 17,916,855(160%)"
웰크론,065950,https://finance.naver.com/item/main.nhn?code=065950,"-1.95% / 10,896,223","+6.29% / 11,049,578(101%)","-4.91% / 3,999,940(37%)"
