종목명,코드,상세정보,20.10.20,20.10.21,20.10.22,20.10.23
KMH하이텍,052900,https://finance.naver.com/item/main.nhn?code=052900,"+3.06% / 117,319,698","+9.73% / 27,663,664(24%)","+2.71% / 43,825,567(37%)","-3.36% / 14,438,054(12%)"
KNN,058400,https://finance.naver.com/item/main.nhn?code=058400,"+8.50% / 98,189,096","-1.84% / 78,210,591(80%)","-2.82% / 21,785,747(22%)","-4.59% / 10,914,549(11%)"
SV인베스트먼트,289080,https://finance.naver.com/item/main.nhn?code=289080,"+19.54% / 91,668,108","-3.88% / 40,320,829(44%)","-1.15% / 15,471,051(17%)","+16.33% / 119,428,660(130%)"
켐온,217600,https://finance.naver.com/item/main.nhn?code=217600,"-6.42% / 73,767,409","-5.79% / 22,133,027(30%)","-8.00% / 5,301,186(7%)","-5.28% / 12,269,479(17%)"
웰크론,065950,https://finance.naver.com/item/main.nhn?code=065950,"+10.10% / 38,386,115","-1.95% / 10,896,223(28%)","+6.29% / 11,049,578(29%)","-4.91% / 3,999,940(10%)"
보성파워텍,006910,https://finance.naver.com/item/main.nhn?code=006910,"-8.05% / 37,181,352","-0.73% / 6,434,839(17%)","0.00% / 3,189,437(9%)","-6.13% / 3,014,126(8%)"
에스엔유,080000,https://finance.naver.com/item/main.nhn?code=080000,"-1.26% / 36,477,007","-3.93% / 2,995,387(8%)","-6.98% / 2,520,484(7%)","-0.39% / 687,495(2%)"
케이피엠테크,042040,https://finance.naver.com/item/main.nhn?code=042040,"-12.02% / 32,558,895","-5.35% / 40,649,348(125%)","+4.17% / 91,442,257(281%)","-4.29% / 23,595,983(72%)"
파워로직스,047310,https://finance.naver.com/item/main.nhn?code=047310,"+29.93% / 32,103,667","+5.17% / 36,021,409(112%)","-6.41% / 13,768,757(43%)","-5.48% / 17,746,349(55%)"
우리기술투자,041190,https://finance.naver.com/item/main.nhn?code=041190,"+3.63% / 28,945,942","-1.17% / 14,208,715(49%)","+29.85% / 74,897,066(259%)","-11.17% / 80,634,483(279%)"
루미마이크로,082800,https://finance.naver.com/item/main.nhn?code=082800,"+3.56% / 28,764,204","-1.82% / 8,824,554(31%)","-4.54% / 9,680,530(34%)","-6.91% / 11,311,958(39%)"
KPX생명과학,114450,https://finance.naver.com/item/main.nhn?code=114450,"+5.32% / 25,903,882","+29.67% / 29,910,987(115%)","+2.12% / 20,687,378(80%)","-11.20% / 10,293,684(40%)"
윈팩,097800,https://finance.naver.com/item/main.nhn?code=097800,"+13.70% / 25,606,188","-0.26% / 6,346,612(25%)","-0.51% / 5,448,836(21%)","-5.94% / 5,795,195(23%)"
대주산업,003310,https://finance.naver.com/item/main.nhn?code=003310,"+1.97% / 25,143,612","-2.32% / 11,198,550(45%)","-12.25% / 17,849,429(71%)","+1.13% / 17,916,855(71%)"
신라섬유,001000,https://finance.naver.com/item/main.nhn?code=001000,"+9.40% / 23,908,311","-5.32% / 3,384,950(14%)","+17.93% / 34,913,090(146%)","-7.51% / 4,950,870(21%)"
서한,011370,https://finance.naver.com/item/main.nhn?code=011370,"-0.60% / 22,588,786","-6.29% / 19,552,713(87%)","-5.11% / 25,683,868(114%)","-3.03% / 8,741,336(39%)"
유니슨,018000,https://finance.naver.com/item/main.nhn?code=018000,"+5.87% / 19,543,509","-1.29% / 5,335,549(27%)","-5.62% / 5,389,372(28%)","-1.19% / 4,440,308(23%)"
디젠스,113810,https://finance.naver.com/item/main.nhn?code=113810,"+1.36% / 16,568,647","+0.38% / 1,327,425(8%)","0.00% / 502,309(3%)","+1.33% / 801,703(5%)"
대창솔루션,096350,https://finance.naver.com/item/main.nhn?code=096350,"-3.37% / 16,566,215","0.00% / 13,823,664(83%)","-6.78% / 14,686,162(89%)","-0.22% / 7,692,292(46%)"
이트론,096040,https://finance.naver.com/item/main.nhn?code=096040,"-3.77% / 16,432,740","-0.36% / 9,585,113(58%)","-2.50% / 7,218,733(44%)","-0.73% / 5,648,111(34%)"
피플바이오,304840,https://finance.naver.com/item/main.nhn?code=304840,"+7.05% / 13,598,576","+13.37% / 6,317,155(46%)","-8.10% / 3,936,967(29%)","+2.11% / 1,650,113(12%)"
코디엠,224060,https://finance.naver.com/item/main.nhn?code=224060,"-2.87% / 12,746,562","-2.95% / 6,376,776(50%)","-0.43% / 8,011,512(63%)","+6.99% / 101,641,788(797%)"
옴니시스템,057540,https://finance.naver.com/item/main.nhn?code=057540,"+3.51% / 12,296,324","-4.07% / 5,107,986(42%)","-5.30% / 4,548,523(37%)","+2.80% / 81,327,742(661%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-1.05% / 12,190,005","-0.53% / 34,333,206(282%)","-3.99% / 13,731,827(113%)","-3.05% / 10,685,361(88%)"
우리기술,032820,https://finance.naver.com/item/main.nhn?code=032820,"+0.75% / 11,910,454","-3.36% / 5,488,106(46%)","-6.95% / 6,905,966(58%)","-3.73% / 8,533,895(72%)"
대성창투,027830,https://finance.naver.com/item/main.nhn?code=027830,"-1.74% / 11,865,266","+1.77% / 1,720,389(14%)","+12.19% / 19,638,032(166%)","-11.97% / 4,581,275(39%)"
SDN,099220,https://finance.naver.com/item/main.nhn?code=099220,"+0.44% / 11,482,915","-0.44% / 17,371,395(151%)","-5.21% / 4,106,531(36%)","-1.75% / 16,005,016(139%)"
한네트,052600,https://finance.naver.com/item/main.nhn?code=052600,"-6.61% / 10,331,060","+9.78% / 35,354,900(342%)","+10.29% / 33,815,102(327%)","-7.10% / 1,197,298(12%)"
