종목명,코드,상세정보,20.07.31,20.08.03,20.08.04,20.08.05,20.08.06
옴니시스템,057540,https://finance.naver.com/item/main.nhn?code=057540,"+20.84% / 74,595,885","-5.54% / 19,090,686(26%)","+0.19% / 7,955,155(11%)","-1.89% / 7,173,843(10%)","-1.93% / 2,679,572(4%)"
서한,011370,https://finance.naver.com/item/main.nhn?code=011370,"+7.62% / 48,536,760","+6.22% / 6,846,529(14%)","+0.84% / 4,376,952(9%)","-2.92% / 1,675,604(3%)","-2.58% / 1,771,515(4%)"
오리엔트정공,065500,https://finance.naver.com/item/main.nhn?code=065500,"+8.43% / 28,625,482","-2.77% / 4,000,788(14%)","-0.96% / 3,877,402(14%)","+1.74% / 9,358,606(33%)","-1.14% / 3,456,394(12%)"
코썬바이오,204990,https://finance.naver.com/item/main.nhn?code=204990,"-88.90% / 27,542,132","-31.39% / 22,511,259(82%)","-21.98% / 18,745,221(68%)","-26.76% / 22,296,159(81%)","-30.77% / 19,315,856(70%)"
켐온,217600,https://finance.naver.com/item/main.nhn?code=217600,"+4.59% / 25,565,165","+1.46% / 7,409,339(29%)","+30.00% / 65,671,535(257%)","-1.83% / 38,028,025(149%)","+0.37% / 10,013,206(39%)"
대주산업,003310,https://finance.naver.com/item/main.nhn?code=003310,"+0.73% / 21,374,579","-3.11% / 3,475,417(16%)","-2.48% / 3,978,362(19%)","-0.76% / 4,486,309(21%)","+0.77% / 2,378,706(11%)"
와이팜,332570,https://finance.naver.com/item/main.nhn?code=332570,"+22.83% / 20,882,382","-10.11% / 3,026,884(14%)","-1.76% / 2,856,180(14%)","-4.48% / 1,477,609(7%)","-8.12% / 2,468,184(12%)"
화일약품,061250,https://finance.naver.com/item/main.nhn?code=061250,"+12.24% / 18,236,889","-2.63% / 2,560,141(14%)","+17.19% / 19,035,238(104%)","-0.67% / 2,555,594(14%)","+2.01% / 14,106,263(77%)"
이랜텍,054210,https://finance.naver.com/item/main.nhn?code=054210,"-1.32% / 16,691,801","-2.16% / 3,454,506(21%)","-2.05% / 3,661,437(22%)","-1.40% / 1,833,250(11%)","-1.60% / 1,065,917(6%)"
케이엠제약,225430,https://finance.naver.com/item/main.nhn?code=225430,"+7.04% / 16,647,260","+1.08% / 2,116,492(13%)","+1.61% / 1,827,542(11%)","+5.81% / 4,461,658(27%)","-7.37% / 6,713,968(40%)"
와이제이엠게임즈,193250,https://finance.naver.com/item/main.nhn?code=193250,"+11.81% / 16,277,348","-2.22% / 5,362,694(33%)","-5.58% / 2,750,555(17%)","-1.88% / 1,759,191(11%)","-2.47% / 784,391(5%)"
엘비세미콘,061970,https://finance.naver.com/item/main.nhn?code=061970,"+3.40% / 15,881,756","+5.93% / 13,189,191(83%)","+1.97% / 11,022,243(69%)","+7.73% / 12,626,173(80%)","-2.24% / 5,234,178(33%)"
일신바이오,068330,https://finance.naver.com/item/main.nhn?code=068330,"-6.97% / 14,997,684","+6.75% / 18,691,698(125%)","+2.80% / 8,049,107(54%)","-0.91% / 14,442,408(96%)","+0.65% / 5,692,390(38%)"
한빛소프트,047080,https://finance.naver.com/item/main.nhn?code=047080,"+4.22% / 14,480,834","0.00% / 4,160,783(29%)","-7.69% / 3,030,065(21%)","-0.90% / 1,254,813(9%)","-2.98% / 817,028(6%)"
에스맥,097780,https://finance.naver.com/item/main.nhn?code=097780,"-0.70% / 13,671,282","+4.96% / 75,266,638(551%)","-0.34% / 25,345,455(185%)","-0.68% / 16,966,654(124%)","+1.03% / 21,085,188(154%)"
심텍홀딩스,036710,https://finance.naver.com/item/main.nhn?code=036710,"+5.41% / 13,622,052","+2.23% / 2,444,766(18%)","-3.17% / 1,692,241(12%)","-3.27% / 943,240(7%)","-1.48% / 476,890(4%)"
한류AI센터,222810,https://finance.naver.com/item/main.nhn?code=222810,"+14.66% / 13,384,487","+15.05% / 13,008,607(97%)","-10.36% / 15,699,589(117%)","+2.39% / 7,508,884(56%)","+3.89% / 3,504,761(26%)"
수젠텍,253840,https://finance.naver.com/item/main.nhn?code=253840,"+27.05% / 13,085,789","+7.31% / 7,335,088(56%)","-0.72% / 5,538,909(42%)","-0.73% / 2,093,230(16%)","+1.83% / 2,563,713(20%)"
코디엠,224060,https://finance.naver.com/item/main.nhn?code=224060,"-6.67% / 12,947,613","-7.94% / 13,793,576(107%)","-5.98% / 19,727,870(152%)","+5.91% / 23,917,552(185%)","-4.72% / 9,228,117(71%)"
와이아이케이,232140,https://finance.naver.com/item/main.nhn?code=232140,"-8.85% / 12,697,498","+3.42% / 5,342,683(42%)","-3.99% / 2,555,379(20%)","+7.23% / 8,073,594(64%)","-2.53% / 2,131,180(17%)"
제넨바이오,072520,https://finance.naver.com/item/main.nhn?code=072520,"+6.65% / 12,543,809","+8.53% / 41,179,337(328%)","-1.25% / 13,078,805(104%)","+17.09% / 99,218,643(791%)","+5.95% / 62,868,372(501%)"
신일제약,012790,https://finance.naver.com/item/main.nhn?code=012790,"-1.30% / 11,405,248","-3.86% / 2,217,698(19%)","+5.29% / 3,615,013(32%)","-0.78% / 1,653,082(14%)","-3.32% / 1,113,124(10%)"
드래곤플라이,030350,https://finance.naver.com/item/main.nhn?code=030350,"+15.93% / 11,012,510","-4.01% / 3,315,338(30%)","-2.87% / 1,057,030(10%)","-1.18% / 571,384(5%)","+0.30% / 595,162(5%)"
홈센타홀딩스,060560,https://finance.naver.com/item/main.nhn?code=060560,"-3.91% / 10,814,653","-0.68% / 1,114,574(10%)","-4.79% / 1,584,959(15%)","-1.08% / 532,028(5%)","+0.73% / 552,976(5%)"
EDGC,245620,https://finance.naver.com/item/main.nhn?code=245620,"-1.80% / 10,601,090","+18.60% / 36,258,592(342%)","-7.42% / 9,523,386(90%)","0.00% / 6,216,378(59%)","-0.55% / 4,853,374(46%)"
비츠로테크,042370,https://finance.naver.com/item/main.nhn?code=042370,"+0.47% / 10,419,093","-5.85% / 2,010,502(19%)","+3.36% / 4,383,166(42%)","-2.96% / 2,007,262(19%)","-0.71% / 2,107,731(20%)"
다우데이타,032190,https://finance.naver.com/item/main.nhn?code=032190,"-3.91% / 10,191,069","+11.00% / 3,270,248(32%)","-3.09% / 996,079(10%)","-0.64% / 3,334,494(33%)","-2.56% / 556,283(5%)"
에이비프로바이오,195990,https://finance.naver.com/item/main.nhn?code=195990,"-1.71% / 10,090,056","-3.24% / 9,991,860(99%)","+2.97% / 13,117,705(130%)","-1.88% / 6,243,381(62%)","+1.53% / 11,172,124(111%)"
